Gene Symbol,pTS
POLR3D,0.51553
GAS6,0.19807
CA8,0.24883
SIX5,0.51504
SCEL,0.24091
POU3F1,0.51501
LRRC58,0.51482
ISCU,0.27724
NOP14,0.43839
LGALSL,0.4504
MLXIPL,0.5144
CRCT1,0.51434
VAV3,0.47637
PDE1A,0.51416
CLVS2,0.51415
BCCIP,0.27773
IL2RB,0.31478
DRAXIN,0.51406
RBM38,0.47745
C12orf29,0.43835
MINPP1,0.21657
C1orf116,0.17724
MMP11,0.51389
LRRC46,0.51389
NUP62,0.51382
TM7SF3,0.41211
EMC9,0.51379
UFL1,0.36046
ANKMY2,0.19105
C7orf41,0.30706
ATP10D,0.45134
EXTL1,0.51325
SLC38A9,0.37307
GRB14,0.25484
SH3GL2,0.36612
PRDX3,0.45457
UNCX,0.29614
TTC5,0.51277
ZNF416,0.51274
PET112,0.51262
RABEP2,0.51259
SLC24A2,0.1302
ZNF664,0.51226
DOLK,0.51214
BAG2,0.20232
RBM46,0.32443
MIPEP,0.25114
MEIS3,0.51206
MRPS22,0.51196
SEC16B,0.23733
FAN1,0.21449
PIK3C2G,0.05094
F5,0.51171
MRPL43,0.5116
CDKN2D,0.51137
MKRN2,0.51129
DHX57,0.28004
ITK,0.31376
CSF3,0.51101
SLC38A10,0.51094
PEX2,0.06404
CNPY3,0.51079
MRPL1,0.19424
CCDC94,0.51066
MIB1,0.51059
PPID,0.51048
CCDC82,0.18939
CPT2,0.51034
ZNF12,0.51033
PRTFDC1,0.17314
NAA38,0.20652
LRRTM1,0.51014
GGA2,0.5101
PDLIM5,0.21096
FAAH,0.51004
SLC30A3,0.51001
HEATR3,0.49486
TRIM66,0.51
FUK,0.50996
CUEDC1,0.50991
TRDN,0.14901
SDCBP,0.38135
ARL5A,0.29967
DCAF13,0.22957
MRPL15,0.1962
ADCYAP1R1,0.50899
CENPW,0.32107
ZNF568,0.50895
EXOC1,0.36423
CD58,0.28687
MTO1,0.50879
ACY1,0.50878
CYGB,0.50877
TMEM102,0.50875
MT3,0.50874
C7orf10,0.29882
COL19A1,0.23734
TRAF3IP2,0.2706
MGAT3,0.50847
ST3GAL5,0.50837
LAMC3,0.50828
FAM200B,0.16985
ABCC10,0.50822
YOD1,0.43333
FOXK2,0.27947
C19orf60,0.5081
CRHBP,0.50798
MYH7B,0.50796
CTD-2267D19.3,0.50792
FOXRED2,0.50788
TCEA3,0.45579
FAM69B,0.5078
DOK6,0.40957
MAP1S,0.50755
ZNF639,0.32066
GPN1,0.5073
SCARA3,0.19872
ADAT3,0.50718
PCSK1,0.50717
STX3,0.50717
DAD1,0.50708
C16orf52,0.5069
MNAT1,0.50681
DCTD,0.13669
NOV,0.38679
HEATR6,0.47588
COG6,0.11639
PAPL,0.50637
SMAD9,0.23787
UBTD2,0.50316
SFT2D1,0.31612
LINS,0.17923
ACP1,0.06789
SLC30A4,0.31959
MGST1,0.08229
ZNF829,0.50584
PCM1,0.10784
MED4,0.23477
AGK,0.50564
CHSY3,0.19347
CCDC14,0.22643
ANKRD6,0.50556
LIG4,0.20447
STAC3,0.50526
SFXN5,0.50522
PBLD,0.50507
RECQL,0.50492
MOB1B,0.50486
CACNB2,0.28436
LEPRE1,0.50471
RBM28,0.46657
CRYZL1,0.50462
FLT3,0.47771
GDNF,0.15892
AASDH,0.50444
FAP,0.19477
PDZRN4,0.1217
SDPR,0.0886
SLC43A1,0.50387
RAB31,0.25203
ANKRD1,0.25171
CDH13,0.34742
C17orf61-PLSCR3,0.50338
MAT1A,0.5032
CLDN12,0.21178
C4orf32,0.21482
PNP,0.50318
KIAA0408,0.24899
OSR2,0.50304
TRAF1,0.40351
SRGN,0.45295
CCDC174,0.50269
ATP5G3,0.50266
SGSM3,0.50259
ABCA3,0.50245
VPS37A,0.34902
TRPV4,0.50233
SNTA1,0.50225
RSRC1,0.49214
MLH3,0.30417
RDH11,0.44856
WNK4,0.50196
FAM124A,0.07571
GUF1,0.27807
NXPH1,0.10871
RASSF7,0.50136
EXOSC2,0.5013
CHMP2B,0.22002
CSF2,0.29125
KLF15,0.32832
HOXA5,0.37971
VPS18,0.5009
ZBTB3,0.50082
WDR96,0.5008
TBX6,0.5007
DNAJA3,0.46922
ECSCR,0.50061
PNPLA2,0.50047
OPRL1,0.50043
RHOH,0.50037
NOP58,0.50021
NLRP3,0.50008
SLC27A1,0.4998
RAB3B,0.27289
ALDH3B1,0.4995
SNX5,0.4435
TPST1,0.464
TMEM60,0.26634
HABP4,0.28369
MPND,0.49916
RASSF2,0.49912
DYM,0.36527
PLAUR,0.499
CCDC53,0.16646
SEPP1,0.24866
C19orf52,0.49855
MLF1IP,0.27242
SRSF12,0.49827
ANKDD1B,0.49802
EIF4EBP2,0.39418
POLR3H,0.49791
TDP1,0.18781
CRTAP,0.17895
AAGAB,0.2394
CRH,0.49749
CDCA7,0.49746
RP11-977G19.10,0.49723
FOCAD,0.17759
TMEM100,0.14664
TAF13,0.49689
KY,0.39807
NKX2-1,0.49675
PGS1,0.49671
PRPSAP2,0.4966
ZNF668,0.49654
TNFRSF12A,0.49642
CSRP2BP,0.43037
CASP7,0.3721
MDFIC,0.12876
ATAD3C,0.49624
ZFPM1,0.4896
ZNF101,0.29008
COX11,0.29235
SDHB,0.36767
ZCCHC17,0.4957
SLC1A4,0.32705
INSRR,0.49557
CHRNE,0.49553
ZNF259,0.46824
ANKRD62,0.3766
ZWILCH,0.38202
IFITM10,0.4951
ANKZF1,0.495
SLC45A1,0.49493
KLHL32,0.49483
DSG2,0.14139
SLC30A10,0.1089
PLA2G4B,0.49481
PPP1R21,0.22275
ADPGK,0.39419
NETO2,0.49456
RAD52,0.13228
CNRIP1,0.32312
IL6R,0.49415
HPS6,0.49413
TMEM194B,0.49401
THAP7,0.49395
COLEC11,0.26575
PYGL,0.28419
B3GNT7,0.29451
RASAL1,0.49351
PCDH12,0.4935
GGH,0.28657
ATP5H,0.49343
SLC29A2,0.49342
BUD13,0.24039
ZNF497,0.49336
OPA3,0.49334
RAB25,0.49326
BPGM,0.22063
LDOC1L,0.49308
GPR146,0.49299
POLG,0.49294
DHX35,0.13186
CDX2,0.25063
TCAP,0.49263
EAF1,0.49247
POR,0.49235
LDB3,0.32091
S100A16,0.49204
KIF26A,0.49197
STAMBP,0.49196
DDN,0.49195
PCDH15,0.0937
TRIM25,0.4917
ME2,0.35199
MLK4,0.41524
PLEKHM3,0.47486
C1orf101,0.21311
MMP15,0.49134
CCDC151,0.49132
ZNF76,0.4913
AACS,0.20837
STX6,0.40922
MON1A,0.4911
CES2,0.49109
PAK4,0.491
RAB33B,0.49094
SIL1,0.29933
LZIC,0.49089
LSM5,0.25034
TMUB2,0.49057
HOXC6,0.4905
RP11-155D18.14,0.4904
CUBN,0.49034
SENP8,0.49032
ERCC5,0.21777
NIP7,0.49024
LRRC40,0.42104
SLC35C2,0.49009
ATL3,0.49002
MFSD5,0.48998
PEX7,0.18293
IMMT,0.48986
SCUBE2,0.17446
PNPT1,0.13242
MMRN2,0.30778
RNMT,0.48974
TESC,0.2542
KCNA7,0.48967
AMIGO3,0.48965
TTC38,0.48963
CD34,0.25457
NDUFA9,0.32031
TMEM5,0.16968
ENTHD2,0.48943
UQCRC2,0.45137
CDK5R2,0.48932
COMP,0.48932
SHANK2,0.4893
KIF14,0.2407
BRI3BP,0.48918
TTC33,0.16034
MGST2,0.33431
PEX10,0.48876
DEGS2,0.48845
TTC24,0.48842
PTPRO,0.45821
CHGB,0.2986
LARS2,0.4618
SYNE4,0.4879
RBMXL1,0.48776
EIF5A2,0.48767
CD86,0.3348
VRTN,0.42896
MOB3C,0.4876
NCAPG,0.44873
KCNS3,0.23189
GCAT,0.48746
ZNF830,0.48741
HNF1B,0.35129
SMIM13,0.47357
PML,0.43592
TPRG1L,0.48717
NAALADL2,0.03198
KIAA0586,0.48712
NIM1,0.40788
ZNF436,0.48709
SLC1A1,0.16379
PDGFD,0.38689
SLC2A8,0.48693
ZBTB24,0.48688
CCDC39,0.42437
FZD7,0.43454
NSUN3,0.16288
AAAS,0.48676
FZD9,0.4867
NT5DC1,0.48667
BCAS2,0.48665
CAST,0.2888
RGS9,0.37806
HSBP1,0.30044
CDC6,0.4865
SORBS3,0.48641
HSBP1L1,0.48629
NME7,0.4861
CHTF18,0.4861
DTD2,0.21423
SCRN3,0.31798
TRMT10B,0.48596
SPG21,0.48588
BARD1,0.09634
OSBPL10,0.22396
SLC7A14,0.38163
LEPREL1,0.08961
HBG2,0.48526
KIAA1524,0.48523
RP4-583P15.15,0.48519
HHEX,0.40302
CITED4,0.48515
TTLL1,0.48502
SYT13,0.24563
CCDC130,0.48491
SMOC1,0.48491
TET2,0.21055
AGL,0.35412
ZDHHC7,0.27251
CMTM7,0.48468
ZNF680,0.13144
SCRN1,0.35024
MBIP,0.23905
ADRA1B,0.39089
TMEM209,0.3454
C14orf164,0.48429
FFAR2,0.48424
MTMR10,0.40617
TIMM21,0.19117
TOM1L1,0.2376
GABRG3,0.29367
CARKD,0.29054
MARCH4,0.40865
DNAL1,0.48382
GADD45B,0.39242
GSTM2,0.48379
CDH15,0.48373
ALKBH4,0.48366
TP53I13,0.4835
SNAPIN,0.48348
AC116407.2,0.48348
CENPA,0.48347
LHX5,0.34305
UBE2V2,0.33767
HPS3,0.45461
DENND2D,0.43971
GGA3,0.48308
MTHFD2,0.48304
LIN7A,0.48275
SSX2IP,0.48273
RNF150,0.42223
OST4,0.48259
IER5L,0.48251
CLNS1A,0.48231
UBE2Q2,0.34953
TRMT61B,0.16903
NFE2,0.4821
CTSL,0.24705
RP11-399J13.3,0.48198
IMPA2,0.23681
GLB1L,0.48174
SETMAR,0.07681
RAB21,0.17047
ST6GALNAC5,0.27572
HAND2,0.29624
LRRFIP1,0.26557
ADRB2,0.48136
UEVLD,0.4813
GLRA3,0.23556
ZNF460,0.48121
ANKLE2,0.4812
NCEH1,0.3926
SH3D21,0.48108
TTC9,0.48105
TNFRSF6B,0.48104
SLC35B4,0.3635
TSPAN18,0.48081
TAL1,0.29651
SLC26A5,0.4807
NDUFS3,0.48053
ZMYM1,0.4805
TNK2,0.39662
DUSP3,0.48038
R3HCC1,0.48023
LIMS2,0.48014
CRISPLD1,0.22653
HLTF,0.46272
COL22A1,0.22453
RNF7,0.44977
CASS4,0.43027
MYOM1,0.09173
EFCAB5,0.47968
HTATIP2,0.11294
MTIF2,0.40683
SLC35B3,0.08429
MTX2,0.14209
USP36,0.34269
PSTPIP2,0.47927
ADCK3,0.3485
ATP10B,0.10001
TRNT1,0.06592
GPATCH2,0.22838
TRUB2,0.47879
TMPRSS2,0.14161
FABP5,0.20673
ZNF839,0.22964
ARL4C,0.47855
ACSS2,0.47836
LSR,0.47825
OSGEPL1,0.47812
BRAT1,0.33771
CCL19,0.4779
PLEKHO1,0.47789
CCM2,0.41344
ACTR1B,0.47781
SLC35G2,0.47414
ENDOU,0.47762
AURKB,0.47751
EPS8L1,0.47747
SALL2,0.47736
AGRP,0.47728
TTC39B,0.18606
IMPAD1,0.14373
HS3ST3B1,0.42399
RCAN3,0.47709
TTI1,0.35415
DNAJC16,0.47697
SMIM11,0.13294
HS3ST2,0.47686
ESPNL,0.47682
TGIF1,0.15065
C18orf42,0.13155
LNX1,0.31349
RAVER2,0.47675
SLC25A29,0.33084
CHKB-CPT1B,0.47667
SERPINB5,0.18358
TMEM59,0.4342
IFT52,0.4545
ATPAF2,0.47659
BBS9,0.16456
LRRC36,0.47653
NOP16,0.44555
MEA1,0.4763
VWA8,0.154
SELO,0.47613
ACBD6,0.23973
LAPTM4B,0.12555
MRS2,0.37893
KLK8,0.47577
RIMS3,0.47534
DESI1,0.47521
TRAFD1,0.45419
PDCD5,0.22659
BARHL1,0.47501
FAM92A1,0.475
LCT,0.44992
FREM2,0.04844
TMEM66,0.14813
LRRN3,0.47469
DENND1B,0.31457
RPF2,0.44439
ZGLP1,0.47443
FAM189A1,0.47441
PARP9,0.47431
SLC16A11,0.47429
IFT88,0.46376
CYP2J2,0.12596
S100A1,0.47423
ITGB3,0.34195
TMEM242,0.1123
HEY1,0.26334
HLCS,0.22104
PNMT,0.47399
PMP2,0.47366
KIAA0513,0.23828
PRSS27,0.47338
IL17RD,0.35049
MAGEL2,0.10697
NOM1,0.15936
GABARAPL2,0.4732
COQ4,0.47318
TMEM216,0.47313
MRPL3,0.10218
SLC23A3,0.47304
TMEM55A,0.47296
ORMDL2,0.47292
TOR1AIP1,0.18974
DCK,0.4727
SYN3,0.47268
GEMIN2,0.28747
TATDN1,0.21951
MEI4,0.13841
BBIP1,0.18086
ARMC5,0.47231
ALX4,0.27362
SFXN4,0.4027
VSTM4,0.26705
ABCA7,0.47213
SLC15A3,0.47203
STAC2,0.47196
PLEKHO2,0.47184
SLC37A1,0.47168
SRPRB,0.35914
CTD-2330K9.3,0.47159
PKIA,0.4714
SLC25A39,0.47139
TTC40,0.47137
SNX19,0.10668
ASXL1,0.4713
RFC4,0.25425
LRRTM4,0.12991
ZNF385C,0.47099
ACRBP,0.47085
ELFN2,0.47084
GAN,0.26421
GEN1,0.1406
PALB2,0.31398
BBS2,0.47042
KLHDC1,0.37746
KIAA0101,0.47026
FERMT1,0.36199
DEPTOR,0.13643
EFHD2,0.47011
ZNF548,0.47005
UBA7,0.46999
SLC8A3,0.39887
LHX8,0.46586
AC068987.1,0.46981
ADA,0.46979
GPR153,0.46975
KCNJ12,0.4697
ZNF804A,0.10414
FAM104A,0.19475
ODC1,0.46923
PRCP,0.25637
SQSTM1,0.4425
CC2D1B,0.469
CHFR,0.38727
CHRM2,0.22468
TTLL9,0.46884
ATG16L2,0.46878
SPG11,0.37884
TDRD10,0.46865
WDR25,0.22473
OTUD3,0.46862
SIDT1,0.46854
ALK,0.42656
TGFB1I1,0.46846
KIAA1522,0.46844
ORAI2,0.4681
MAL,0.46091
CA14,0.46803
GALNTL6,0.35067
TMEM106A,0.4679
IST1,0.26784
ALG3,0.46784
INA,0.46771
FLRT1,0.46766
SOX17,0.16459
POP1,0.42434
ADAMTS14,0.46732
CTB-58E17.5,0.4672
TPK1,0.21482
BCAM,0.46718
ANKRD24,0.46717
ZNF25,0.09982
DTD1,0.37622
SDHC,0.46701
TSNAXIP1,0.46695
AP3M2,0.46694
FTO,0.35625
ATP5J,0.14959
TMCO1,0.19673
SMTNL2,0.4668
AATF,0.19426
C15orf57,0.46676
MARVELD1,0.46675
TCTN3,0.38329
BEND7,0.18927
C21orf91,0.09449
WFDC2,0.346
MAMDC2,0.20472
SAR1B,0.27621
COX4I1,0.40572
TRPV6,0.46622
CEP68,0.17277
BAIAP2L1,0.33801
RIT2,0.20578
TRMT11,0.19585
KIF2C,0.46581
LACTB,0.26259
PARP11,0.27228
ADAMTSL3,0.19455
SLC25A10,0.46562
TRIM37,0.44653
INTU,0.36681
SLC35E4,0.46541
CHURC1-FNTB,0.4654
NIPAL2,0.46511
TRAF3IP1,0.31471
CEP41,0.31718
NSL1,0.34532
NXPH4,0.46521
SLC44A5,0.46516
SPAG1,0.43253
MCM7,0.46499
MRPL53,0.46484
ZNHIT6,0.11016
TATDN3,0.46468
TULP1,0.46466
ABRACL,0.16202
C17orf103,0.29635
CISD1,0.30325
PPP1R14B,0.46448
MTMR11,0.46448
CHI3L2,0.46448
LINGO4,0.46444
ANO9,0.46435
PTK6,0.46425
APOBR,0.46421
PHGR1,0.20711
SUSD3,0.46397
DPP4,0.46387
SF3B5,0.19159
PLBD1,0.32733
COL4A4,0.38461
WSCD1,0.46348
PANK2,0.38249
C6orf203,0.23107
BCO2,0.46317
RP11-552F3.12,0.46311
IL12RB1,0.4631
SCG2,0.16804
USP54,0.46295
INCA1,0.4629
PLD6,0.46287
CLDN7,0.46286
NOD1,0.15682
PDE1C,0.30615
SFXN1,0.43811
ANXA7,0.46278
AVIL,0.46268
DDIT4,0.44034
PVRL1,0.23134
SMIM12,0.46248
IFT140,0.46228
TNFRSF14,0.46222
C1orf112,0.39733
SLC5A1,0.30317
RP4-559A3.7,0.46172
RP11-867G23.8,0.46162
TPGS2,0.23861
SLC6A12,0.4616
WDR34,0.46157
TRAPPC9,0.43487
SLC35B2,0.46131
TMEM143,0.46114
RNF125,0.46101
DCBLD1,0.46094
KXD1,0.46075
ADI1,0.06784
ZNF3,0.4606
DDAH1,0.38822
AKAP5,0.46031
MYO5B,0.20224
KREMEN1,0.27484
ZNF703,0.3914
SNX21,0.46013
HEXA,0.30358
MYCL,0.46013
WDR87,0.4601
AGXT,0.46003
PEG3,0.38908
SLC15A4,0.13154
GALNT11,0.17701
AIG1,0.19503
PINK1,0.45986
SLC9C2,0.45981
PALM3,0.45966
ACADSB,0.28228
TMED4,0.45964
TM6SF1,0.45958
TMEM176A,0.45953
DKK1,0.27746
XPA,0.43696
PTGES3L-AARSD1,0.45881
LYSMD2,0.45879
TBRG4,0.45878
PTPRCAP,0.45878
CCR7,0.45877
ANAPC16,0.45868
PHYH,0.1307
SLC2A3,0.45859
TTLL11,0.27807
LRRC32,0.34339
WRAP73,0.4585
SLBP,0.40964
SLC27A2,0.38845
POSTN,0.19965
EYS,0.21694
CREB3,0.45818
ZNF250,0.45196
NAP1L5,0.32954
MGME1,0.23841
MICU3,0.16542
ABHD6,0.45774
SCLT1,0.45771
CCDC58,0.45768
MGLL,0.36758
ROR2,0.29313
AC027307.3,0.45759
ZNF180,0.45756
BSG,0.4575
TMEM127,0.45747
MPL,0.45743
PTTG1,0.45731
NUDCD2,0.29846
AC135048.1,0.45711
SCN7A,0.10129
ARL15,0.37127
LPIN3,0.39628
ANGPTL6,0.4569
GEM,0.15496
IDH3B,0.4567
POP7,0.45661
CEBPD,0.30479
CCDC175,0.45642
BCAP29,0.21029
FXN,0.19597
C2orf42,0.45625
ABCC3,0.45607
MSANTD4,0.35526
MRPL33,0.33313
ELOVL7,0.44145
PLCXD3,0.34108
ZNF404,0.45583
CACNA1S,0.45577
MROH8,0.45562
CCDC79,0.45542
MIA,0.45534
CLPB,0.45523
CHADL,0.45519
VAMP1,0.45514
OXSM,0.10717
NOL8,0.44137
OGFOD1,0.45513
PDE12,0.39799
CNTD1,0.45511
EPHX1,0.45501
TMA16,0.30199
HAX1,0.45499
SLC16A4,0.45498
UIMC1,0.3206
PRAM1,0.4548
ANXA11,0.45478
MANSC1,0.13143
WARS2,0.4546
LTV1,0.45452
FGF20,0.2481
ZNF45,0.45435
TRIM13,0.27071
CDC7,0.39371
CSDC2,0.45413
NCCRP1,0.4541
ACAT1,0.31291
ZCCHC7,0.35768
MIEN1,0.45407
MRPS27,0.31241
SDR9C7,0.454
BTNL9,0.10414
MCTP2,0.02061
MRPL22,0.24433
C9orf24,0.45372
ECHDC2,0.45371
HKDC1,0.45358
ATXN7L3B,0.45356
GSTCD,0.45355
SLC39A3,0.45354
DNASE2,0.45342
ANO10,0.18877
LIMD2,0.45309
GPR3,0.45301
L3MBTL4,0.18388
DECR1,0.18015
BNIP1,0.35379
CCDC97,0.45294
SUCLG1,0.22839
TRAPPC6B,0.21649
LHFPL2,0.17531
SRXN1,0.45268
SH3BGRL3,0.45266
GMNC,0.0981
ZNF205,0.4524
COA3,0.45232
MICU2,0.15365
NMRK1,0.39363
WNT7B,0.45196
SLC16A8,0.45193
LDHB,0.23858
SDC1,0.21587
LYVE1,0.11269
SH3GL3,0.45183
ZKSCAN3,0.4518
OTOG,0.45171
TMEM45A,0.45155
NKAIN2,0.293
PLCD1,0.45138
IFT46,0.45119
VPS33A,0.44156
ARHGEF37,0.2881
RP5-1052I5.2,0.45112
ADAT2,0.45111
ZNF366,0.182
USP45,0.32747
CD14,0.45088
AFAP1L1,0.45081
ZNF862,0.17892
TPMT,0.33733
WDR41,0.34392
OLFM3,0.34196
NT5DC3,0.20491
PAQR3,0.45041
MOB2,0.45026
CYP4F22,0.45022
WDR63,0.4502
PAPPA-AS1,0.12252
C18orf32,0.40327
CNR1,0.45002
SMPD1,0.44991
MTMR6,0.38699
NDOR1,0.44978
WDR35,0.23037
MSH6,0.2249
EXTL2,0.44971
SNX24,0.38245
LPAR5,0.44964
CPLX1,0.38136
RNF114,0.44963
ZC3H3,0.44955
PALD1,0.44948
FAM184B,0.26755
TCP11L1,0.32623
TRIM32,0.15656
SP6,0.44896
TMEM167A,0.38943
GAP43,0.21351
MED10,0.21541
RIMKLA,0.44865
EHD4,0.44864
KCNK4,0.44847
SGPP2,0.21312
ANKRD63,0.44828
RPP14,0.44826
TSPAN31,0.448
GUCY2D,0.4479
DIRAS3,0.44784
SNX16,0.44776
KIAA1328,0.32665
RTEL1-TNFRSF6B,0.44764
HINT1,0.15887
TRIM62,0.44751
MTG2,0.44726
ZNF527,0.44715
ALDH3A2,0.44714
LLPH,0.06365
SERPINE1,0.44707
CHPF2,0.44703
TEX264,0.44698
FAM213B,0.44696
TMEM158,0.44687
CANT1,0.42902
CD163,0.44679
GPN2,0.44644
TAF1B,0.21801
DUOXA1,0.44636
RSAD1,0.44636
AOAH,0.17232
STX7,0.24592
DCAKD,0.44626
QSOX2,0.4462
MANBA,0.38122
CTSZ,0.44601
ARSA,0.44601
SPRR1A,0.44585
C17orf80,0.09719
JPH3,0.44561
PRC1,0.39834
PLA2G12B,0.44559
ABHD12,0.30625
MRPL37,0.44555
DCST1,0.44548
SLC22A7,0.44548
CAPN3,0.38042
IRF7,0.44535
HSPBAP1,0.44506
ZDHHC24,0.44499
PPM1K,0.39506
C5orf34,0.1675
CACFD1,0.44472
RFT1,0.4447
SDE2,0.26353
RRP15,0.07027
C19orf26,0.44464
CRISPLD2,0.07321
SGSH,0.44426
SNX32,0.44424
FBXW8,0.07585
VSTM2L,0.44419
INSIG1,0.41897
CDO1,0.44407
DPH6,0.31797
RAB4B-EGLN2,0.44398
ATP6V1C2,0.44397
TNFRSF11B,0.21076
CCDC61,0.44383
ID2,0.44382
RPAP2,0.4438
TBC1D24,0.44377
PDCD7,0.44356
RNF149,0.4435
PAQR5,0.44343
H2AFX,0.44333
ZNF480,0.44331
CYP7B1,0.22059
BASP1,0.21976
PPHLN1,0.4211
LRRC61,0.44309
TSSK4,0.443
NAA16,0.18337
ZXDC,0.44288
HTRA3,0.09249
WNT6,0.44278
FARS2,0.16989
ZFP28,0.44259
MKKS,0.1021
RNPEP,0.44237
RAB38,0.17045
CRX,0.4423
PMPCB,0.4422
SCG5,0.44213
TYW3,0.44209
ZCCHC9,0.44206
SAP18,0.26796
AL589765.1,0.44197
SMYD4,0.15343
TYW5,0.30793
NAGA,0.4418
GPR137B,0.25104
BAIAP2L2,0.44145
AC002398.9,0.44138
IER2,0.27959
ZNF566,0.44131
IGFBP6,0.4413
ZNF324,0.44122
CSRP2,0.14621
RP11-1099M24.7,0.44119
FAM78A,0.44113
FA2H,0.44108
GPR26,0.44108
CEP97,0.26677
ARHGEF16,0.22639
CTC-349C3.1,0.441
GPATCH11,0.40912
ANKRD42,0.31519
SETD4,0.11953
LYRM4,0.10085
CA13,0.4408
UBAC1,0.44074
SOX30,0.35664
VSTM2A,0.12057
PAPSS2,0.44046
LINC00998,0.15593
MICAL2,0.24118
CGRRF1,0.19812
ICAM1,0.44012
KBTBD11,0.4399
PDE3B,0.21483
RPS27L,0.14671
TTI2,0.16193
GJD3,0.43977
WDR36,0.05293
JRKL,0.4397
SRFBP1,0.06524
PHOX2A,0.43968
TSKS,0.43957
SAC3D1,0.43953
MFAP2,0.43947
PTGES3L,0.43938
PEMT,0.43931
CCDC9,0.43923
C10orf68,0.18833
EMG1,0.43914
GDF5,0.43904
WDR78,0.43897
KIAA1551,0.13982
DNAH3,0.43888
URB2,0.32765
GSTP1,0.43871
YAE1D1,0.1661
MCM8,0.43854
CDIPT,0.43845
POLR2L,0.43844
RCSD1,0.19107
NDUFB5,0.20144
TGM3,0.43821
KRTCAP3,0.43812
BRIP1,0.37455
PRNP,0.43805
SAP30L,0.43783
ICA1L,0.43775
NLRP1,0.43775
CCDC141,0.1479
MRPL14,0.43764
EMID1,0.43757
POMGNT2,0.4375
COCH,0.30911
ARL10,0.43748
PKD2L2,0.43747
AK3,0.05474
EPM2A,0.08847
ZNF689,0.43699
GSTA4,0.43693
RMDN1,0.19332
BBS4,0.12813
FAM83G,0.43676
SURF2,0.43669
JAM2,0.32163
C15orf39,0.43654
DEPDC1B,0.3165
LAMA3,0.3218
SLC16A12,0.24702
SERAC1,0.4364
C6orf1,0.43621
PACRGL,0.04134
TMEM199,0.43613
TPD52,0.28767
VMAC,0.43608
MAP1LC3B,0.43607
DDX43,0.43606
SPINK5,0.43598
AGBL4,0.43595
PRDM5,0.35724
PSMG3,0.43587
R3HCC1L,0.24015
SPEF2,0.43579
SH3BP5L,0.43579
EARS2,0.43578
MARVELD2,0.27285
WBP1,0.43574
NEK4,0.43572
TANGO6,0.37722
APEX1,0.40162
SLC47A1,0.43527
SLCO2B1,0.4351
C2orf43,0.18906
ERAL1,0.43502
C1orf106,0.28171
JMJD4,0.43494
CPED1,0.08498
GPR62,0.4346
C2orf69,0.31109
NDUFC1,0.14295
SEC23B,0.27856
KCNK7,0.43435
P2RX6,0.43432
C10orf88,0.20281
RSPO2,0.14377
MGAT4C,0.31744
ARMC2,0.43377
PKMYT1,0.43377
SLC1A5,0.43376
NENF,0.3116
SAAL1,0.4336
PHKG1,0.43353
AP000783.1,0.36377
SLC37A2,0.43341
COG5,0.18257
TRIM72,0.43323
KL,0.23715
CTC-360G5.1,0.43311
CBY1,0.4331
CCDC180,0.33246
PRKAB1,0.43242
CCDC43,0.43282
RP11-322L20.1,0.01802
TFB2M,0.30702
CCL27,0.43271
SLC9A2,0.43263
GIN1,0.43258
UNG,0.37115
PROSC,0.43229
TGIF2,0.43216
BCL2L12,0.43212
SLC16A13,0.432
FAM210B,0.40702
SNCAIP,0.32247
SYNPO2,0.17964
PIK3R3,0.43191
CHRNA5,0.43168
GAR1,0.29202
ACAD9,0.43158
SLC30A7,0.43142
KRT78,0.43134
ORAI3,0.43123
EXOSC7,0.43115
TDRD15,0.15083
STK32A,0.4308
PITRM1,0.17096
MTRF1L,0.16987
ALDH1L1,0.43076
RBP7,0.43073
ZNF646,0.43066
FAM206A,0.19695
FUCA1,0.4306
MFGE8,0.3668
MSANTD1,0.19622
CLSTN2,0.43035
CLIC5,0.12852
TROAP,0.43016
RP11-512M8.5,0.43015
SLC2A11,0.43004
DPH7,0.43004
POLR3C,0.43001
PSRC1,0.43
SHC2,0.20705
SNX29,0.17842
MYL12A,0.09721
ECHS1,0.42966
ACOX3,0.15045
SDR39U1,0.42951
GRM8,0.19197
NSMCE2,0.36337
HIBCH,0.23754
CIR1,0.42924
SLC15A2,0.42921
ZC3H12D,0.42908
AGBL3,0.25483
PRIMA1,0.42907
MYL6B,0.42904
UHRF1BP1,0.41371
C1D,0.19783
CCDC71,0.42891
DBR1,0.33528
PYROXD1,0.32938
ZNF160,0.42874
MED17,0.42855
C1orf35,0.42853
FAM71E1,0.4285
SLC9B2,0.42842
CHGA,0.24116
ATP10A,0.33208
FRAS1,0.42818
PADI2,0.29296
MCF2L2,0.42816
CHCHD4,0.42807
BARX2,0.10615
OSTC,0.42785
C1QA,0.42777
ZNF8,0.42771
CYB5R4,0.42767
FAM57B,0.42766
CMC1,0.25097
PIWIL4,0.42762
SMOC2,0.11471
SSBP3-AS1,0.42753
GALNT3,0.26937
AC138517.1,0.42749
SPARCL1,0.28053
CD83,0.27208
SNX22,0.42741
FASTKD1,0.2742
NOL7,0.18939
STAP2,0.42726
PSMC3IP,0.42718
ABHD5,0.20008
TARSL2,0.08334
RETSAT,0.42709
GABRP,0.16849
DUSP26,0.4268
GK5,0.25197
RBM19,0.21187
ATP6C,0.42674
ZDHHC2,0.27253
FRRS1,0.42664
TXNDC15,0.38167
LCA5,0.12745
