Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	SKIV2L	http://identifiers.org/hgnc.symbol/SKIV2L
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	SLC2A10	http://identifiers.org/hgnc.symbol/SLC2A10
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	SNX10	http://identifiers.org/hgnc.symbol/SNX10
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	SOS1	http://identifiers.org/hgnc.symbol/SOS1
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	SOS2	http://identifiers.org/hgnc.symbol/SOS2
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	TCIRG1	http://identifiers.org/hgnc.symbol/TCIRG1
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	TNFSF11	http://identifiers.org/hgnc.symbol/TNFSF11
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	TTC37	http://identifiers.org/hgnc.symbol/TTC37
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	UBE2A	http://identifiers.org/hgnc.symbol/UBE2A
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	WNT4	http://identifiers.org/hgnc.symbol/WNT4
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	WRN	http://identifiers.org/hgnc.symbol/WRN
Pulmonary artery stenosis	http://purl.obolibrary.org/obo/HP_0004415	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZEB2	http://identifiers.org/hgnc.symbol/ZEB2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTL6B	http://identifiers.org/hgnc.symbol/ACTL6B
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCORL1	http://identifiers.org/hgnc.symbol/BCORL1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	BGN	http://identifiers.org/hgnc.symbol/BGN
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	BPTF	http://identifiers.org/hgnc.symbol/BPTF
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC32	http://identifiers.org/hgnc.symbol/CCDC32
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL3A1	http://identifiers.org/hgnc.symbol/COL3A1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A1	http://identifiers.org/hgnc.symbol/COL5A1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	DDX6	http://identifiers.org/hgnc.symbol/DDX6
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	DOCK3	http://identifiers.org/hgnc.symbol/DOCK3
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	EFEMP2	http://identifiers.org/hgnc.symbol/EFEMP2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBXW11	http://identifiers.org/hgnc.symbol/FBXW11
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXF1	http://identifiers.org/hgnc.symbol/FOXF1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	KDM4B	http://identifiers.org/hgnc.symbol/KDM4B
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	KMT2E	http://identifiers.org/hgnc.symbol/KMT2E
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	MADD	http://identifiers.org/hgnc.symbol/MADD
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	MED13	http://identifiers.org/hgnc.symbol/MED13
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYT1L	http://identifiers.org/hgnc.symbol/MYT1L
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	NTNG2	http://identifiers.org/hgnc.symbol/NTNG2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	PSMD12	http://identifiers.org/hgnc.symbol/PSMD12
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	PUS7	http://identifiers.org/hgnc.symbol/PUS7
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	RLIM	http://identifiers.org/hgnc.symbol/RLIM
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	SATB1	http://identifiers.org/hgnc.symbol/SATB1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	SLC12A2	http://identifiers.org/hgnc.symbol/SLC12A2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	SVBP	http://identifiers.org/hgnc.symbol/SVBP
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TANC2	http://identifiers.org/hgnc.symbol/TANC2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TCF20	http://identifiers.org/hgnc.symbol/TCF20
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR1	http://identifiers.org/hgnc.symbol/TGFBR1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR2	http://identifiers.org/hgnc.symbol/TGFBR2
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TLL1	http://identifiers.org/hgnc.symbol/TLL1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TNRC6B	http://identifiers.org/hgnc.symbol/TNRC6B
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TRAPPC4	http://identifiers.org/hgnc.symbol/TRAPPC4
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	TRMT1	http://identifiers.org/hgnc.symbol/TRMT1
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	WDFY3	http://identifiers.org/hgnc.symbol/WDFY3
Pulmonary artery dilatation	http://purl.obolibrary.org/obo/HP_0004927	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZMIZ1	http://identifiers.org/hgnc.symbol/ZMIZ1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTA2	http://identifiers.org/hgnc.symbol/ACTA2
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL3A1	http://identifiers.org/hgnc.symbol/COL3A1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	ELN	http://identifiers.org/hgnc.symbol/ELN
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXE3	http://identifiers.org/hgnc.symbol/FOXE3
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA5	http://identifiers.org/hgnc.symbol/GATA5
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	LOX	http://identifiers.org/hgnc.symbol/LOX
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	MFAP5	http://identifiers.org/hgnc.symbol/MFAP5
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYH11	http://identifiers.org/hgnc.symbol/MYH11
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	MYLK	http://identifiers.org/hgnc.symbol/MYLK
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-5	http://identifiers.org/hgnc.symbol/NKX2-5
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	NOTCH1	http://identifiers.org/hgnc.symbol/NOTCH1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	PRKG1	http://identifiers.org/hgnc.symbol/PRKG1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD3	http://identifiers.org/hgnc.symbol/SMAD3
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD4	http://identifiers.org/hgnc.symbol/SMAD4
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	SMAD6	http://identifiers.org/hgnc.symbol/SMAD6
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFB2	http://identifiers.org/hgnc.symbol/TGFB2
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFB3	http://identifiers.org/hgnc.symbol/TGFB3
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR1	http://identifiers.org/hgnc.symbol/TGFBR1
Ascending aortic dissection	http://purl.obolibrary.org/obo/HP_0004933	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR2	http://identifiers.org/hgnc.symbol/TGFBR2
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARHGAP31	http://identifiers.org/hgnc.symbol/ARHGAP31
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	CRELD1	http://identifiers.org/hgnc.symbol/CRELD1
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR2	http://identifiers.org/hgnc.symbol/DGCR2
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR6	http://identifiers.org/hgnc.symbol/DGCR6
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DGCR8	http://identifiers.org/hgnc.symbol/DGCR8
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DLL4	http://identifiers.org/hgnc.symbol/DLL4
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DOCK6	http://identifiers.org/hgnc.symbol/DOCK6
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	DVL3	http://identifiers.org/hgnc.symbol/DVL3
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	EOGT	http://identifiers.org/hgnc.symbol/EOGT
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	ESS2	http://identifiers.org/hgnc.symbol/ESS2
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	FADD	http://identifiers.org/hgnc.symbol/FADD
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLT4	http://identifiers.org/hgnc.symbol/FLT4
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	GDF1	http://identifiers.org/hgnc.symbol/GDF1
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	MMP21	http://identifiers.org/hgnc.symbol/MMP21
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-5	http://identifiers.org/hgnc.symbol/NKX2-5
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-6	http://identifiers.org/hgnc.symbol/NKX2-6
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	NOTCH1	http://identifiers.org/hgnc.symbol/NOTCH1
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	OTUD5	http://identifiers.org/hgnc.symbol/OTUD5
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	PKD1L1	http://identifiers.org/hgnc.symbol/PKD1L1
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	RBPJ	http://identifiers.org/hgnc.symbol/RBPJ
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	STRA6	http://identifiers.org/hgnc.symbol/STRA6
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	TBX1	http://identifiers.org/hgnc.symbol/TBX1
Pulmonary artery atresia	http://purl.obolibrary.org/obo/HP_0004935	gene-disease association	https://semanticscience.org/resource/SIO_000983	TMEM94	http://identifiers.org/hgnc.symbol/TMEM94
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	BGN	http://identifiers.org/hgnc.symbol/BGN
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL3A1	http://identifiers.org/hgnc.symbol/COL3A1
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A1	http://identifiers.org/hgnc.symbol/COL5A1
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	EFEMP2	http://identifiers.org/hgnc.symbol/EFEMP2
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR1	http://identifiers.org/hgnc.symbol/TGFBR1
Pulmonary artery aneurysm	http://purl.obolibrary.org/obo/HP_0004937	gene-disease association	https://semanticscience.org/resource/SIO_000983	TGFBR2	http://identifiers.org/hgnc.symbol/TGFBR2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTA2	http://identifiers.org/hgnc.symbol/ACTA2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTL6B	http://identifiers.org/hgnc.symbol/ACTL6B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ADAR	http://identifiers.org/hgnc.symbol/ADAR
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	AEBP1	http://identifiers.org/hgnc.symbol/AEBP1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	AFF4	http://identifiers.org/hgnc.symbol/AFF4
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALDH18A1	http://identifiers.org/hgnc.symbol/ALDH18A1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALG9	http://identifiers.org/hgnc.symbol/ALG9
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	APC2	http://identifiers.org/hgnc.symbol/APC2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARF1	http://identifiers.org/hgnc.symbol/ARF1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARFGEF2	http://identifiers.org/hgnc.symbol/ARFGEF2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GALT6	http://identifiers.org/hgnc.symbol/B3GALT6
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GAT3	http://identifiers.org/hgnc.symbol/B3GAT3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCORL1	http://identifiers.org/hgnc.symbol/BCORL1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCR	http://identifiers.org/hgnc.symbol/BCR
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	BICC1	http://identifiers.org/hgnc.symbol/BICC1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	BPTF	http://identifiers.org/hgnc.symbol/BPTF
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	BRF1	http://identifiers.org/hgnc.symbol/BRF1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	C12orf57	http://identifiers.org/hgnc.symbol/C12orf57
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	CARS1	http://identifiers.org/hgnc.symbol/CARS1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	CCDC32	http://identifiers.org/hgnc.symbol/CCDC32
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHD7	http://identifiers.org/hgnc.symbol/CHD7
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHRNG	http://identifiers.org/hgnc.symbol/CHRNG
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	CHST3	http://identifiers.org/hgnc.symbol/CHST3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL1A1	http://identifiers.org/hgnc.symbol/COL1A1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL1A2	http://identifiers.org/hgnc.symbol/COL1A2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL3A1	http://identifiers.org/hgnc.symbol/COL3A1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A1	http://identifiers.org/hgnc.symbol/COL5A1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	COL5A2	http://identifiers.org/hgnc.symbol/COL5A2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	DDX6	http://identifiers.org/hgnc.symbol/DDX6
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJB11	http://identifiers.org/hgnc.symbol/DNAJB11
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJC30	http://identifiers.org/hgnc.symbol/DNAJC30
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNMT3A	http://identifiers.org/hgnc.symbol/DNMT3A
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	DOCK3	http://identifiers.org/hgnc.symbol/DOCK3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	EFEMP2	http://identifiers.org/hgnc.symbol/EFEMP2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ELN	http://identifiers.org/hgnc.symbol/ELN
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ENG	http://identifiers.org/hgnc.symbol/ENG
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC6	http://identifiers.org/hgnc.symbol/ERCC6
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERCC8	http://identifiers.org/hgnc.symbol/ERCC8
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	ERMARD	http://identifiers.org/hgnc.symbol/ERMARD
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBLN5	http://identifiers.org/hgnc.symbol/FBLN5
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN1	http://identifiers.org/hgnc.symbol/FBN1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBN2	http://identifiers.org/hgnc.symbol/FBN2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FBXW11	http://identifiers.org/hgnc.symbol/FBXW11
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLNA	http://identifiers.org/hgnc.symbol/FLNA
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FLNB	http://identifiers.org/hgnc.symbol/FLNB
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FMR1	http://identifiers.org/hgnc.symbol/FMR1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXE3	http://identifiers.org/hgnc.symbol/FOXE3
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	GABRD	http://identifiers.org/hgnc.symbol/GABRD
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	GANAB	http://identifiers.org/hgnc.symbol/GANAB
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA5	http://identifiers.org/hgnc.symbol/GATA5
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	HGD	http://identifiers.org/hgnc.symbol/HGD
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	HLA-B	http://identifiers.org/hgnc.symbol/HLA-B
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	HLA-DRB1	http://identifiers.org/hgnc.symbol/HLA-DRB1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	HNRNPK	http://identifiers.org/hgnc.symbol/HNRNPK
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	HSPG2	http://identifiers.org/hgnc.symbol/HSPG2
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	IFIH1	http://identifiers.org/hgnc.symbol/IFIH1
Aortic aneurysm	http://purl.obolibrary.org/obo/HP_0004942	gene-disease association	https://semanticscience.org/resource/SIO_000983	IL12B	http://identifiers.org/hgnc.symbol/IL12B
