gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
ICA1L,,,0.000249491,,,
ICAM1,,,,3.9007E-05,,"methotrexate, ribavirin, trimethadione, warfarin"
ICAM3,,,,8.94186E-08,,metrifonate
ICAM4,,,,2.85023E-08,,
ICMT,,,,1.77732E-05,,
ICOS,"HP:0002011, HP:0012639",2,,3.94201E-08,,busulfan
ICT1,,,,1.91323E-06,,
ID1,,,,8.23099E-05,,"acyclovir, bupivacaine, chlorambucil, cycloheximide, flutamide, hydrocortisone, lamotrigine, leflunomide, menadione, methotrexate, ritodrine, selegiline"
ID3,,,,1.00425E-05,,"acyclovir, chlorambucil, decitabine, depomedrol, diethylstilbestrol, fumonisin-b1, lamotrigine, mebendazole, selegiline"
IDH3B,HP:0012759,1,,1.15195E-06,,
IDNK,,,0.047041068,,,
IDO1,,,,1.22925E-11,,"mifepristone, selegiline"
IDO2,,,,2.47551E-07,,
IER2,,,,0.000465863,,
IER5,,,,2.89025E-05,,"ethosuximide, etretinate"
IFI27L2,,,,4.32671E-06,,
IFI30,,,,2.6362E-05,,"doxorubicin, triamcinolone"
IFI35,,,,3.13832E-06,,
IFIH1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002180, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0009145, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0040140, HP:0100547, HP:0100659",22,,4.90456E-05,,
IFIT1,,,,0.000401722,,"acetazolamide, chlorcyclizine, corynanthine, mestinon, oxaprozin, procarbazine, pseudoephedrine"
IFIT1B,,,,3.93504E-05,,
IFIT2,,,,0.000107548,,
IFIT3,,,,0.000255198,,
IFITM10,,,0.017467797,,,
IFITM2,,,,1.21558E-05,,"hydrocortisone, mifepristone, tianeptine"
IFITM3,,,,5.96571E-06,,"diflorasone, hydrocortisone"
IFNE,,,,0.000733304,,
IFNG,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100705, HP:0100707",10,,0.000171601,,
IFNK,,,,0.00047483,,
IFNLR1,,,,0.000175314,,
IFRD2,,,,8.36865E-10,,"alitretinoin, diazepam, fumonisin-b1, imipramine, levisoprenaline, phenytoin, progesterone, propranolol, tolbutamide"
IFRG15,,,,2.02625E-09,,
IFT172,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",14,0.029794994,,,
IFT20,,,,5.70981E-07,,
IFT27,HP:0012759,1,,0.000139926,,
IFT43,"HP:0002011, HP:0002118, HP:0007376, HP:0012443, HP:0012639",5,0.003633959,,,
IGDCC3,,,2.22336E-05,,,
IGF2,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002143, HP:0002334, HP:0002414, HP:0002977, HP:0006817, HP:0007360, HP:0010301, HP:0010651, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0410043",21,,2.07332E-12,,
IGF2BP1,,,,0.000262349,,
IGF2R,,,,5.01584E-09,,
IGFALS,,,,1.49917E-12,,
IGFBP1,,,,4.97973E-06,,"albendazole, cyclophosphamide, ethinyl-estradiol, mefenamic-acid"
IGFBP3,,,,1.42827E-09,,"chloramphenicol, fluconazole, hexachlorophene"
IGFBP4,,,,5.20263E-05,,"diphenhydramine, etoposide, flutamide, hydrocortisone, reserpine, sparfloxacin, sulfasalazine, terbutaline, tolfenamic-acid"
IGFBP6,,,,1.57561E-05,,"levisoprenaline, terbutaline, thiotepa, tretinoin"
IGFBPL1,,,0.011067552,,,
IGFL2,,,0.021007703,,,
IGFL4,,,0.001152239,,,
IGFLR1,,,,7.79506E-07,,
IGFN1,,,,3.48419E-06,,
IGHMBP2,"HP:0002011, HP:0007367, HP:0012639, HP:0012757",4,,3.73673E-05,,
IGJ,,,,7.95498E-16,,
IGLL1,"HP:0002011, HP:0012639",2,,2.20938E-10,,
IGLL5,,,,1.68489E-12,,
IGLON5,,,4.29665E-13,,,
IGSF1,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,6.39837E-05,,
IGSF21,,,1.19737E-05,,,
IGSF23,,,,5.45338E-11,,
IGSF3,,,0.005934993,,,
IHH,,,,7.88272E-05,,
IK,,,,7.49286E-05,,
IKBKE,,,,0.000590869,,"daunorubicin, diphenhydramine, ethotoin, flubendazole, lidocaine, lithocholic-acid, sertaconazole, vidarabine, zidovudine"
IKBKG,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002143, HP:0002414, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0010301, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0410043",18,,0.000146621,,
IKZF3,,,,9.0919E-12,,
IKZF4,,,0.049383022,,,
IL10,"HP:0002011, HP:0012639, HP:0012759",3,,0.0001264,,
IL11RA,,,,3.09178E-10,,
IL12B,,,,0.000179958,,
IL12RB1,,,,0.000381747,,
IL12RB2,,,,0.000807985,,
IL13RA1,,,,0.000888421,,
IL15,,,,0.000182011,,digoxin
IL15RA,,,,2.76151E-06,,
IL17B,,,,3.56468E-08,,
IL17RC,,,,5.47046E-06,,
IL17RE,,,,5.79499E-20,,
IL18,,,,0.000400593,,fumonisin-b1
IL18R1,,,,1.0063E-15,,
IL18RAP,,,,2.30845E-08,,
IL19,,,,0.000158924,,
IL1R1,,,,9.00242E-12,,"beclometasone, cyclopamine, ketorolac, parbendazole, perphenazine, triamcinolone"
IL1R2,,,,5.45887E-16,,
IL1RAPL1,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,4.47361E-05,,,
IL1RL1,,,,8.96355E-16,,phenytoin
IL1RN,HP:0012759,1,,1.79202E-05,,haloperidol
IL2,,,,0.000362363,,
IL20,,,,0.000217918,,
IL20RA,,,,1.7328E-10,,
IL21R,,,,4.98702E-06,,
IL22RA1,,,,9.43859E-10,,
IL22RA2,,,,6.63625E-07,,
IL23A,,,,0.000156994,,
IL23R,"HP:0002011, HP:0012639, HP:0012759",3,,3.1755E-11,,
IL27,,,,6.97036E-06,,
IL27RA,,,,0.000796032,,"ethinylestradiol, sulfasalazine"
IL2RA,,,,3.87635E-08,,
IL2RB,,,,1.24853E-11,,
IL2RG,"HP:0002011, HP:0012639",2,,1.31297E-06,,"daunorubicin, TTNPB"
IL31RA,,,,2.8553E-07,,
IL32,,,,3.70814E-06,,"diphenhydramine, idoxuridine, ifosfamide"
IL33,,,,0.000102585,,
IL36RN,,,,0.000207296,,
IL37,HP:0012759,1,,0.000105045,,
IL3RA,,,0.004526037,,,
IL4I1,,,,2.76468E-07,,
IL4R,,,,7.46701E-05,,
IL6,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000714794,,"acebutolol, levisoprenaline, valproic-acid, vigabatrin"
IL6ST,HP:0012759,1,,0.000780367,,"beclometasone, depomedrol, mometasone"
IL7R,,,,0.000165183,,"cilostazol, metronidazole"
ILDR1,,,,4.8566E-09,,
ILDR2,,,0.001246151,,,
ILF3,,,,7.56847E-06,,
ILK,,,,0.00064506,,
IMMP1L,,,0.001368081,,,
IMP3,,,,3.84519E-06,,
IMP4,,,,5.08523E-05,,
IMPA1,"HP:0006919, HP:0012759",2,,1.25886E-08,,
IMPA2,,,,2.52023E-05,,"diflorasone, isoxsuprine"
IMPDH2,,,,1.06544E-08,,exemestane
IMPG1,HP:0012759,1,,0.000253063,,
IMPG2,HP:0012759,1,0.003144009,,,
INA,,,4.29879E-12,,valproic-acid,
INCA1,,,,1.39168E-07,,
INF2,HP:0012639,1,,0.000100886,,
ING1,,,,0.000256484,,
ING2,,,,7.84796E-07,,mefenamic-acid
INHBB,,,0.026905062,,"cyclosporin-a, domperidone, ibuprofen",
INHBC,,,,0.000215755,,
INHBE,,,,6.59667E-05,,"corticosterone, mifepristone"
INIP,,,,0.000187315,,
INMT,,,,4.84628E-13,,
INO80B,,,,1.12056E-09,,
INO80E,,,,1.8548E-06,,
INPP4A,,,8.53897E-06,,,
INPP5F,,,4.90445E-09,,,
INPPL1,,,,9.3486E-05,,
INS,"HP:0012639, HP:0012759",2,,4.78508E-22,,
INSC,,,,2.81596E-06,,
INS-IGF2,,,,0.000260402,,
INSL3,,,,6.70864E-08,,
INSL4,,,,0.000242078,,
INSM1,,,0.008451147,,dexketoprofen,
INTS1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007068, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",14,,2.96018E-07,,
INTS3,,,,0.000893514,,CD-437
INTS5,,,,1.73646E-05,,
INTS7,,,0.00948447,,,
INTU,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.014748147,,,
IP6K3,,,,1.42422E-08,,
IPMK,,,0.000953666,,,
IPO4,,,,1.57885E-08,,
IPO5,,,,3.03877E-05,,
IPO7,,,,0.000901194,,
IPO9,,,1.17594E-08,,,
IPP,,,,0.000367684,,
IPPK,,,0.019022361,,,
IQCC,,,,1.94352E-07,,
IQCH,,,0.043210462,,,
IQCJ,,,1.97243E-05,,,
IQCJ-SCHIP1,,,1.17008E-05,,,
IQGAP1,,,,5.81947E-05,,"quinidine, vidarabine"
IQGAP3,,,,0.000803651,,
IQSEC2,"HP:0001273, HP:0002011, HP:0002060, HP:0002062, HP:0002118, HP:0002492, HP:0002500, HP:0002977, HP:0006919, HP:0007016, HP:0007364, HP:0007365, HP:0007370, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100547",18,0.001988088,,,
IQSEC3,,,0.026940601,,,
IRAK1,,,,1.2457E-05,,
IRAK1BP1,,,0.002220926,,,
IRAK4,,,,8.72432E-05,,
IREB2,"HP:0012639, HP:0012759",2,,0.000404835,,
IRF1,,,,1.87834E-08,,"idoxuridine, selegiline"
IRF2BP2,,,,0.000205114,,
IRF2BPL,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",19,,5.62484E-06,,
IRF3,"HP:0002011, HP:0012639",2,,3.00202E-06,,
IRF4,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,4.26515E-16,,estradiol
IRF6,"HP:0002011, HP:0002143, HP:0002414, HP:0010301, HP:0012639, HP:0012759, HP:0410043",7,,2.17419E-10,,
IRF7,,,,7.34404E-05,,
IRF8,,,,5.97437E-05,,"daunorubicin, ephedrine, pyrimethamine"
IRF9,,,,9.13272E-05,,
IRGC,,,,0.000680419,,
IRX4,,,,5.69326E-05,,
IRX6,,,,0.00031112,,
ISCA2,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.39779E-07,,
ISCU,,,,4.30847E-09,,doxorubicin
ISG15,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,4.20778E-05,,"caffeine, carbamazepine, chlorcyclizine, corynanthine, procarbazine, reserpine, teniposide"
ISG20,,,,1.4647E-13,,"dacarbazine, verapamil"
ISG20L2,,,,4.29483E-05,,
ISL1,,,,4.31338E-05,,verapamil
ISL2,,,,6.80524E-11,,
ISLR,,,,2.78968E-05,,"fumonisin-b1, isoprenaline"
ISLR2,,,1.42075E-06,,,
ISM2,,,,1.38112E-05,,
ISOC1,,,,3.90553E-05,,
ISOC2,,,,2.21507E-08,,
ISX,,,,4.90208E-10,,
ITCH,HP:0012759,1,,0.000578096,,
ITFG1,,,0.000554369,,reserpine,
ITFG2,,,,0.000270787,,
ITFG3,,,,0.000174685,,
ITGA1,,,,0.000298224,,
ITGA4,,,,9.84771E-06,,phenylbutazone
ITGA5,,,,0.000350815,,
ITGA8,,,,1.15093E-05,,
ITGAD,,,,9.43902E-06,,
ITGAE,,,,2.29054E-08,,"methotrexate, phensuximide"
ITGAL,,,,0.000741259,,
ITGB1,,,,0.000262297,,
ITGB1BP2,,,,5.27904E-07,,
ITGB2,,,,0.000227979,,"doxorubicin, ephedrine"
ITGB4,"HP:0002011, HP:0002143, HP:0010301, HP:0012639, HP:0410043",5,,1.14228E-08,,
ITGB6,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",10,,6.75201E-05,,
ITGB7,,,,1.04342E-14,,
ITGB8,,,0.044488423,,,
ITIH1,,,,6.4427E-14,,
ITIH2,,,,2.75786E-12,,
ITIH3,,,,8.02341E-12,,
ITIH4,,,0.044965903,,,
ITK,,,,1.41791E-12,,
ITLN1,,,,6.12632E-15,,
ITLN2,,,,8.21925E-06,,
ITPKC,,,,1.25265E-10,,
ITPR3,,,,4.45488E-05,,propranolol
ITPRIP,,,,0.000568844,,
ITPRIPL1,,,,2.8282E-05,,
ITPRIPL2,,,,0.000353982,,
ITSN1,,,0.003282974,,,
IYD,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,1.65284E-09,,
IZUMO4,,,,0.000937367,,
JAK3,"HP:0002011, HP:0012639",2,,7.70347E-05,,
JAKMIP1,,,7.48502E-05,,,
JAKMIP2,,,2.28355E-06,,,
JAKMIP3,,,0.000616857,,,
JAM2,"HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0010662, HP:0010663, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",13,0.028453328,,,
JAM3,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,1.48503E-07,,domperidone,
JMJD1C,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",14,0.007426156,,,
JMJD4,,,,3.0124E-05,,
JMJD6,,,,0.000167644,,"busulfan, cilostazol, estradiol-benzoate, ethotoin, etretinate, fluorouracil, lonidamine"
JMJD8,,,,2.39446E-07,,
JOSD1,,,,3.39348E-07,,
JOSD2,,,,1.17734E-07,,
JPH2,,,,1.9584E-06,,
JPH3,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002339, HP:0002340, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0007374, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0100547",16,4.09866E-06,,,
JPH4,,,2.84794E-07,,,
JRKL,,,,1.69989E-06,,
JSRP1,,,,1.52335E-11,,
JTB,,,,7.02729E-08,,
JUN,,,,2.75902E-06,,
JUNB,,,,2.78419E-05,,"lithocholic-acid, misoprostol"
JUND,,,,9.89943E-08,,
JUP,,,,0.000145865,,"idoxuridine, vinblastine"
KAAG1,,,,0.000583755,,
KAL1,,,0.011961265,,,
KALRN,,,0.001579759,,,
KANK2,,,,0.0001624,,dexamethasone
KANK4,,,,5.8546E-06,,
KANSL1L,,,0.001024573,,,
KANSL2,,,,5.86583E-06,,
KARS,,,,5.20259E-06,,
KAT5,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0006989, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",18,,3.04505E-08,,
KAT7,,,,5.01208E-05,,
KAT8,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,,2.48369E-06,,
KATNA1,,,,4.1302E-05,,
KAZALD1,,,,1.41812E-14,,
KAZN,,,0.000739267,,"chlorambucil, estradiol, phensuximide, propylthiouracil",
KBTBD11,,,4.05646E-05,,,
KBTBD13,"HP:0012639, HP:0012759",2,,0.00022321,,
KBTBD3,,,0.008787637,,,
KBTBD6,,,0.002922311,,,
KCNA1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,0.016369453,,,
KCNA2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,0.003756738,,,
KCNA3,,,0.028373822,,,
KCNA6,,,1.41771E-05,,,
KCNA7,,,,0.000162128,,
KCNAB1,,,0.001500843,,,
KCNB1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,5.07677E-05,,,
KCNB2,,,1.64391E-05,,,
KCNC1,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,9.91783E-05,,,
KCNC2,,,6.46889E-05,,,
KCNC3,"HP:0001272, HP:0001317, HP:0002011, HP:0002062, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",9,0.009633846,,,
KCND1,,,,1.66314E-07,,
KCND2,,,1.27115E-08,,,
KCND3,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,6.12684E-06,,,
KCNE1,,,0.006386002,,,
KCNE3,,,,0.000646163,,
KCNF1,,,0.000567406,,,
KCNG3,,,,1.71622E-08,,
KCNH1,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,0.000277153,,,
KCNH4,,,0.035446979,,,
KCNH5,,,0.000240764,,,
KCNH6,,,,5.19157E-06,,
KCNH7,,,1.05063E-09,,,
KCNH8,,,4.60667E-06,,,
KCNIP1,,,9.78954E-07,,,
KCNIP2,,,0.000939159,,,
KCNIP4,,,1.25341E-05,,,
KCNJ12,,,,0.000782512,,
KCNJ13,"HP:0001317, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",11,,0.000589992,,
KCNJ14,,,,2.44733E-07,,
KCNJ15,,,,3.99721E-09,,"clomipramine, indometacin, vinblastine, zidovudine"
KCNJ3,,,0.000824001,,,
KCNJ6,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,5.40584E-07,,,
KCNJ9,,,3.94775E-06,,,
KCNK10,,,2.08991E-06,,,
KCNK12,,,0.000916597,,,
KCNK15,,,,0.000441881,,
KCNK16,,,,2.17858E-07,,
KCNK17,,,,1.01831E-05,,
KCNK2,,,0.000108855,,,
KCNK4,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",13,0.007074493,,,
KCNK5,,,,1.70854E-15,,
KCNK6,,,,0.000164912,,
KCNK7,,,,1.49606E-06,,
KCNK9,"HP:0012639, HP:0012759",2,8.23336E-06,,,
KCNMA1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",21,3.65328E-06,,,
KCNMB2,,,0.007418819,,,
KCNMB3,,,,9.45478E-05,,
KCNMB4,,,0.000128957,,,
KCNN1,,,0.000963541,,,
KCNN2,,,0.000119588,,,
KCNN4,,,,9.00282E-12,,cytochalasin-b
KCNQ2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002453, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,0.000475962,,,
KCNQ3,HP:0006919,1,6.97062E-09,,,
KCNS1,,,0.025755752,,,
KCNS2,,,0.027400077,,,
KCNT2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,0.004939159,,,
KCNU1,,,,3.36153E-06,,
KCNV1,,,0.005936665,,,
KCTD1,,,0.016103085,,,
KCTD11,,,,4.32358E-07,,
KCTD13,,,0.001660715,,,
KCTD14,,,,1.98119E-08,,
KCTD16,,,6.29629E-05,,,
KCTD3,,,0.019398012,,,
KCTD7,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,0.000783476,,,
KCTD8,,,4.07857E-05,,,
KCTD9,,,,3.58139E-07,,
KDELR1,,,,6.83969E-06,,
KDELR2,HP:0012759,1,,4.83983E-06,,
KDELR3,,,,4.0105E-07,,
KDM2A,,,,0.000339772,,
KDM4A,,,,0.000488094,,
KDM4B,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0100547",22,0.010772714,,,
KDM4D,,,0.000605411,,,
KDM5A,,,,5.43201E-05,,
KDM5C,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,2.15624E-08,,
KDM5D,,,0.000374344,,"AM-580, caffeine, cyproterone, ethinyl-estradiol, etidronic-acid, etretinate, flubendazole, genistein, hydrocortisone, mefenamic-acid, ochratoxin-a, phenytoin, propranolol, solanine",
KDM6A,"HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,7.76943E-05,,
KDM6B,HP:0012759,1,,0.000192922,,mestinon
KDM8,,,,2.78523E-06,,
KDR,,,,0.000805456,,
KEAP1,"HP:0002011, HP:0012639",2,,9.5948E-06,,bupivacaine
KEL,,,,0.000896544,,
KERA,,,,8.98798E-06,,
KHDC1,,,0.033074772,,,
KHDRBS2,,,1.19343E-05,,,
KHDRBS3,,,0.003034583,,,
KHNYN,,,,2.81545E-05,,
KHSRP,,,,4.86879E-06,,
KIAA0040,,,,1.09299E-06,,azacitidine
KIAA0101,,,,2.27902E-05,,
KIAA0125,,,,1.16643E-08,,
KIAA0226,,,0.012824632,,,
KIAA0319,,,5.7811E-06,,,
KIAA0368,,,,2.82037E-06,,
KIAA0408,,,4.79142E-11,,,
KIAA0430,,,,4.95984E-05,,
KIAA0513,,,0.000878578,,,
KIAA0753,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007036, HP:0007068, HP:0007360, HP:0007364, HP:0007370, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012286, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0030047, HP:0100547",29,0.017775418,,"cycloheximide, ethinylestradiol, fenoterol",
KIAA0754,,,1.23381E-05,,,
KIAA0825,,,0.009920953,,,
KIAA0895L,,,0.000381388,,,
KIAA0907,,,,1.88754E-08,,
KIAA0930,,,0.007622976,,,
KIAA1009,,,0.000213539,,,
KIAA1024L,,,,0.000422239,,
KIAA1045,,,0.001833302,,,
KIAA1107,,,1.60936E-05,,,
KIAA1109,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0007033, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",22,8.7175E-07,,,
KIAA1143,,,,0.000281481,,
KIAA1147,,,0.033591925,,,
KIAA1210,,,,1.72889E-09,,
KIAA1211,,,0.00069038,,,
KIAA1217,,,,3.73084E-06,,
KIAA1239,,,0.008752126,,,
KIAA1244,,,0.000116227,,,
KIAA1279,,,1.12107E-06,,,
KIAA1324L,,,2.66041E-06,,,
KIAA1328,,,3.65703E-07,,,
KIAA1377,,,0.032825441,,,
KIAA1456,,,0.007286706,,,
KIAA1467,,,0.003573426,,,
KIAA1468,,,8.41262E-06,,,
KIAA1549,HP:0012759,1,1.42634E-05,,,
KIAA1549L,,,9.78954E-08,,,
KIAA1598,,,3.56827E-05,,,
KIAA1644,,,0.002437398,,,
KIAA1658,,,,9.40774E-05,,
KIAA1683,,,,7.34001E-06,,
KIAA1715,,,2.76816E-08,,,
KIAA1841,,,0.001328839,,,
KIAA1984,,,,1.32075E-05,,
KIAA2022,,,1.93918E-13,,,
KIAA2026,,,0.006874037,,,
KIDINS220,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010951, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0030047, HP:0100547",24,6.17647E-08,,,
KIF19,,,,8.83442E-06,,
KIF1A,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002334, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0006855, HP:0006919, HP:0007343, HP:0007364, HP:0007366, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100275, HP:0100547",33,1.03428E-12,,,
KIF1B,"HP:0002011, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0100659",6,5.72074E-07,,decitabine,
KIF20A,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,6.87205E-06,,"BRD-A66861218, caffeine, carbamazepine, chlorcyclizine, flurbiprofen, ifosfamide, lithocholic-acid, parbendazole, retinol"
KIF20B,,,,0.000289237,,
KIF21A,,,8.54117E-05,,,
KIF21B,,,2.29361E-14,,,
KIF22,"HP:0002011, HP:0002143, HP:0010301, HP:0012639, HP:0410043",5,,4.79995E-07,,
KIF23,,,,0.000112967,,
KIF26B,,,0.000139635,,,
KIF2C,,,,0.000426488,,"caffeine, domperidone, valproic-acid"
KIF3A,,,1.09778E-05,,,
KIF3C,,,1.8405E-10,,,
KIF5A,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0012443, HP:0012639, HP:0012757, HP:0012759, HP:0100547",10,1.06191E-11,,,
