gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
RTN2,"HP:0002011, HP:0002062, HP:0002143, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0012639, HP:0100561",9,0.000401515,,"cyclophosphamide, esmolol, estradiol, leflunomide, mepireserpate, methimazole, oxaprozin, procarbazine, pyrimethamine, solanine, tolbutamide, zonisamide",
SATB2,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",10,0.000138929,,"azacitidine, ethionamide, ketoprofen, leflunomide",
SC5D,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0008278, HP:0010301, HP:0010651, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0410043",22,1.35878E-05,,ritodrine,
SCARB2,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,4.28589E-05,,"chlorpromazine, epinephrine, perphenazine",
SCN3A,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,7.33502E-09,,cilostazol,
SCO2,"HP:0002011, HP:0002060, HP:0002118, HP:0002283, HP:0002339, HP:0002363, HP:0002453, HP:0002500, HP:0002538, HP:0002977, HP:0007367, HP:0010662, HP:0010663, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705",20,,5.19119E-07,,teniposide
SEC24C,"HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",14,,4.94863E-09,,tretinoin
SERPINE1,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000161247,,"azacitidine, tretinoin"
SERPING1,HP:0012639,1,,0.000319316,,"flurbiprofen, solanine, zonisamide"
SERPINI1,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0100547, HP:0100705",11,0.000366708,,"BRD-A66861218, busulfan, estradiol-benzoate, ethinylestradiol, oxaprozin, prednisolone",
SETBP1,"HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007376, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100705, HP:0410043",25,4.20437E-09,,pseudoephedrine,
SFTPC,HP:0012759,1,,6.87267E-10,,thiotepa
SHMT2,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,,1.0004E-05,,mifepristone
SIK1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,,1.5961E-06,,"depomedrol, fumonisin-b1, indometacin, prostaglandin-e1"
SLC1A1,HP:0012759,1,0.000246991,,"acyclovir, aspirin, cytarabine, haloperidol, ifosfamide, phenylbutazone, prednisolone",
SLC1A3,"HP:0001272, HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0006919, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",12,2.8308E-05,,"vinblastine, yohimbine",
SLC1A4,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,2.52443E-07,,procarbazine,
SLC2A10,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,,0.000309447,,"cytarabine, diflorasone, fumonisin-b1, metrifonate"
SLC37A4,HP:0012759,1,,0.000438351,,albendazole
SLC39A14,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,,4.32651E-05,,"hydrocortisone, mifepristone, phenytoin"
SMC1A,"HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0040327, HP:0100547, HP:0410043",31,,3.16111E-06,,"chlormadinone, cortisol, cyproterone, etretinate, mefenamic-acid, solanine"
SNAI2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000128409,,"decitabine, dexketoprofen, naproxen, nicotine, terbutaline"
SNAP25,"HP:0012639, HP:0012759",2,1.25464E-06,,"chlorpromazine, esmolol, flutamide, methimazole, methyldopa, mifepristone, quinidine",
SNCA,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002418, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0045007, HP:0100547, HP:0100705",15,0.044571883,,"chloramphenicol, diethylstilbestrol, etoposide, tolfenamic-acid, zonisamide",
SOX11,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006919, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",23,5.40886E-12,,"cortisol, menadione, selegiline",
SOX9,"HP:0002011, HP:0002118, HP:0002977, HP:0007036, HP:0012443, HP:0012503, HP:0012639",7,0.042463226,,"acetazolamide, alpha-estradiol, betamethasone, busulfan, calcipotriol, carbamazepine, CD-437, fluconazole, propranolol, tolmetin, vigabatrin, warfarin, yohimbine",
SPAG1,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.003271026,,flurbiprofen,
SPARC,"HP:0002011, HP:0012443, HP:0012639, HP:0012759, HP:0100659",5,,0.000697139,,"calcipotriol, diflorasone, lithocholic-acid, trimethadione"
SPR,"HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,6.71021E-07,,prednisolone
SRP54,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,3.19665E-06,,"alpha-estradiol, exemestane"
SRPX2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007033, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",24,,8.50381E-08,,"lidocaine, vidarabine"
STAR,HP:0012759,1,,1.58777E-08,,"AM-580, busulfan, metronidazole, reserpine"
STAT1,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0100659",5,,8.19836E-06,,verapamil
STAT3,"HP:0012639, HP:0012759",2,,0.00064316,,"chloramphenicol, propylthiouracil, vincristine"
STUB1,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007361, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012104, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",27,,5.85486E-06,,"cilostazol, ethinylestradiol, flecainide, phenytoin, pyrimethamine, sertaconazole, sulfadiazine"
STXBP1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002334, HP:0002500, HP:0002518, HP:0002977, HP:0006855, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",23,1.09966E-05,,levisoprenaline,
SUZ12,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,5.13128E-05,,ochratoxin-a
SYT1,"HP:0002011, HP:0002060, HP:0006919, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,1.92822E-07,,"cyclophosphamide, daunorubicin, levisoprenaline, mebendazole, methimazole, methyldopa, nifedipine",
TBX2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,7.65026E-06,,"parbendazole, prostaglandin-e1"
TBX3,"HP:0002011, HP:0010627, HP:0011751, HP:0012443, HP:0012503, HP:0012639",6,,4.09086E-06,,"beclometasone, diethylstilbestrol, fluconazole, genistein, mitotane, phenytoin, reserpine"
TERT,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002363, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0010662, HP:0010663, HP:0011282, HP:0011283, HP:0011751, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100010, HP:0100547, HP:0100659",27,,6.54735E-12,,clorgiline
TGFB3,"HP:0002011, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100659",10,,1.55579E-06,,"acebutolol, daunorubicin, etoposide, lynestrenol, propylthiouracil, zonisamide"
TGFBR2,"HP:0001317, HP:0002011, HP:0002118, HP:0002143, HP:0009145, HP:0010303, HP:0010651, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012703, HP:0012759, HP:0100659, HP:0100705",16,,0.000108462,,"depomedrol, flutamide, mepireserpate, nifedipine, quercetin, teniposide"
TGFBR3,"HP:0002011, HP:0002060, HP:0002363, HP:0009145, HP:0012443, HP:0012518, HP:0012639, HP:0012703, HP:0100547, HP:0100659",10,,7.57301E-08,,"CD-437, isoprenaline, isoreserpine, lonidamine, quercetin, quinidine"
TH,"HP:0002011, HP:0012639, HP:0012759",3,,9.37408E-09,,digoxin
TICAM1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,1.96802E-05,,etoposide
TKT,"HP:0006919, HP:0012759",2,,2.70268E-10,,mephenytoin
TM4SF20,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,0.000298004,,nifedipine
TMEM126B,"HP:0002011, HP:0002060, HP:0002363, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,0.000278856,,acetazolamide
TNNT1,HP:0012759,1,,2.82831E-05,,"acetazolamide, carbamazepine, diethylstilbestrol, diflorasone, phensuximide, sulfasalazine, vinblastine, zonisamide"
TP53,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0007376, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0100705, HP:0100707",14,,0.000263222,,verapamil
TPM2,"HP:0012639, HP:0012759",2,,2.10811E-07,,"chlormadinone, ritodrine"
TRAPPC2L,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",12,,2.15218E-08,,chlormadinone
TRIM2,"HP:0012639, HP:0012759",2,6.15919E-05,,"cyproterone, fluorouracil, ibuprofen, lynestrenol",
TRIM36,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0100547, HP:0410043",11,8.94094E-09,,menadione,
TRPS1,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,0.04155929,,"busulfan, chlordiazepoxide, haloperidol, ketoprofen",
TSEN2,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547",34,0.02259225,,"carbamazepine, levisoprenaline, pyrimethamine",
TSEN34,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006850, HP:0006989, HP:0007360, HP:0007361, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100307, HP:0100547",30,,0.000223256,,diflorasone
TSPAN7,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,1.03589E-14,,"acebutolol, cilostazol, ethosuximide, heliotrine, mepireserpate, methyldopa, metronidazole, terbutaline, triamcinolone, zidovudine",
TTR,"HP:0002011, HP:0010651, HP:0012443, HP:0012639, HP:0100659",5,,2.67443E-22,,"metrifonate, sulfadiazine"
TUBA1A,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",25,2.07286E-10,,"albendazole, dichloroacetic-acid, epinephrine, selegiline",
TUBB2A,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007362, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",18,3.37229E-07,,"acebutolol, chloramphenicol, clomipramine, fenoterol, lidocaine, mefenamic-acid, propranolol, pseudoephedrine, triamcinolone, verapamil",
TUBB2B,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002339, HP:0002363, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006930, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010994, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",29,5.63739E-19,,"clomifene, floxuridine, mefenamic-acid",
TUBB6,HP:0012639,1,,1.91203E-05,,cytochalasin-b
TWIST1,"HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,,4.42365E-05,,"cortisone, pseudoephedrine, sulfadiazine, TTNPB"
TYMP,"HP:0002011, HP:0002060, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,,5.46136E-06,,"lonidamine, tretinoin"
TYROBP,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002339, HP:0002340, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007374, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705",26,,0.000309038,,"BRD-A66861218, doxorubicin, vinblastine"
UCHL1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002180, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0100547",15,2.71677E-10,,"chlorcyclizine, corynanthine, doxorubicin, etretinate, fluconazole, fumonisin-b1, hexachlorophene, tianeptine, vigabatrin, zonisamide",
UCP2,HP:0012759,1,,9.54683E-07,,"acebutolol, bupivacaine, dacarbazine, ethinylestradiol, fenoterol, mephenytoin, yohimbine, zidovudine"
USP7,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002518, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0010951, HP:0012443, HP:0012639, HP:0012759, HP:0012762, HP:0100547",17,,6.86517E-06,,ephedrine
VPS51,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002363, HP:0002500, HP:0002977, HP:0006817, HP:0007343, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0025100, HP:0025517, HP:0030047, HP:0100547",29,,8.19607E-05,,mephenytoin
WASF1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.000121165,,"diethylstilbestrol, menadione",
WT1,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002977, HP:0007299, HP:0007364, HP:0007370, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",15,,5.22507E-23,,"acetazolamide, alitretinoin, busulfan, chlorpromazine, corticosterone, cortisone, cyproterone, decitabine, diazepam, ethosuximide, imipramine, levodopa, lynestrenol, metronidazole, perphenazine, phenytoin, vinblastine"
XYLT1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",9,0.005386693,,zonisamide,
YME1L1,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,0.000543857,,"chlormadinone, corynanthine, haloperidol, methyldopa, progesterone"
ZBTB18,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,0.000946869,,"ephedrine, fumonisin-b1, hydrocortisone, leflunomide, naproxen, nifedipine, progesterone",
ZIC1,"HP:0001272, HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002143, HP:0002334, HP:0002363, HP:0002414, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007361, HP:0007364, HP:0007370, HP:0010301, HP:0010950, HP:0011282, HP:0011283, HP:0012110, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547, HP:0410043",30,1.14044E-06,,"androstenedione, methotrexate",
ZMYM2,"HP:0002011, HP:0002060, HP:0002143, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0031938, HP:0100547",10,0.007420065,,"calcipotriol, trimethadione",
ZNF423,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002418, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,0.000856845,,"cycloheximide, terbutaline",
