HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link,
,Abnormality of the male genitalia,7490,WT1,-,mim2gene,OMIM:136680,
,Abnormality of the male genitalia,23509,POFUT1,,orphadata,ORPHA:79145,
,Abnormality of the male genitalia,5696,PSMB8,-,mim2gene,OMIM:256040,
,Abnormality of the male genitalia,1131,CHRM3,-,mim2gene,OMIM:100100,
,Abnormality of the male genitalia,3614,IMPDH1,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,55697,VAC14,,orphadata,ORPHA:3472,
,Abnormality of the male genitalia,6899,TBX1,,orphadata,ORPHA:567,
,Abnormality of the male genitalia,27241,BBS9,,orphadata,ORPHA:110,
,Abnormality of the male genitalia,51124,IER3IP1,-,mim2gene,OMIM:614231,
,Abnormality of the male genitalia,8085,KMT2D,-,mim2gene,OMIM:147920,
,Abnormality of the male genitalia,4763,NF1,-,mim2gene,OMIM:601321,
,Abnormality of the male genitalia,3481,IGF2,-,mim2gene,OMIM:180860,
,Abnormality of the male genitalia,10277,UBE4B,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,7468,NSD2,,orphadata,ORPHA:280,
,Abnormality of the male genitalia,3339,HSPG2,-,mim2gene,OMIM:255800,
,Abnormality of the male genitalia,372,ARCN1,-,mim2gene,OMIM:617164,
,Abnormality of the male genitalia,7486,WRN,,orphadata,ORPHA:902,
,Abnormality of the male genitalia,421,ARVCF,,orphadata,ORPHA:567,
,Abnormality of the male genitalia,4000,LMNA,-,mim2gene,OMIM:275210,
,Abnormality of the male genitalia,4703,NEB,-,mim2gene,OMIM:619334,
,Abnormality of the male genitalia,91801,ALKBH8,-,mim2gene,OMIM:618504,
,Abnormality of the male genitalia,2048,EPHB2,susceptibility; somatic,mim2gene,OMIM:603688,
,Abnormality of the male genitalia,23512,SUZ12,,orphadata,ORPHA:3447,
,Abnormality of the male genitalia,3170,FOXA2,,orphadata,ORPHA:95494,
,Abnormality of the male genitalia,2263,FGFR2,-,mim2gene,OMIM:123790,
,Abnormality of the male genitalia,1387,CREBBP,,orphadata,ORPHA:353277,
,Abnormality of the male genitalia,3239,HOXD13,,orphadata,ORPHA:887,
,Abnormality of the male genitalia,1617,DAZ1,,orphadata,ORPHA:1646,
,Abnormality of the male genitalia,4853,NOTCH2,,orphadata,ORPHA:955,
,Abnormality of the male genitalia,367,AR,-,mim2gene,OMIM:313200,
,Abnormality of the male genitalia,10075,HUWE1,-,mim2gene,OMIM:309590,
,Abnormality of the male genitalia,57135,DAZ4,,orphadata,ORPHA:1646,
,Abnormality of the male genitalia,285025,CCDC141,-,mim2gene,OMIM:146110,
,Abnormality of the male genitalia,990,CDC6,question,mim2gene,OMIM:613805,
,Abnormality of the male genitalia,657,BMPR1A,,orphadata,ORPHA:157794,
,Abnormality of the male genitalia,59,ACTA2,-,mim2gene,OMIM:613834,
,Abnormality of the male genitalia,582,BBS1,-,mim2gene,OMIM:209900,
,Abnormality of the male genitalia,8820,HESX1,,orphadata,ORPHA:95494,
,Abnormality of the male genitalia,26115,TANC2,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,201595,STT3B,question,mim2gene,OMIM:615597,
,Abnormality of the male genitalia,10585,POMT1,,orphadata,ORPHA:899,
,Abnormality of the male genitalia,6926,TBX3,-,mim2gene,OMIM:181450,
,Abnormality of the male genitalia,10586,MAB21L2,-,mim2gene,OMIM:615877,
,Abnormality of the male genitalia,4841,NONO,,orphadata,ORPHA:466791,
,Abnormality of the male genitalia,117581,TWIST2,,orphadata,ORPHA:1231,
,Abnormality of the male genitalia,5888,RAD51,,orphadata,ORPHA:145,
,Abnormality of the male genitalia,3420,IDH3B,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,79621,RNASEH2B,,orphadata,ORPHA:51,
,Abnormality of the male genitalia,2535,FZD2,,orphadata,ORPHA:3107,
,Abnormality of the male genitalia,6659,SOX4,,orphadata,ORPHA:1465,
,Abnormality of the male genitalia,1656,DDX6,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,1736,DKC1,-,mim2gene,OMIM:305000,
,Abnormality of the male genitalia,54828,BCAS3,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,5447,POR,-,mim2gene,OMIM:201750,
,Abnormality of the male genitalia,6601,SMARCC2,,orphadata,ORPHA:1465,
,Abnormality of the male genitalia,8036,SHOC2,-,mim2gene,OMIM:607721,
,Abnormality of the male genitalia,54809,SAMD9,-,mim2gene,OMIM:617053,
,Abnormality of the male genitalia,6224,RPS20,,orphadata,ORPHA:124,
,Abnormality of the male genitalia,23530,NNT,,orphadata,ORPHA:361,
,Abnormality of the male genitalia,2200,FBN1,,orphadata,ORPHA:2462,
,Abnormality of the male genitalia,8626,TP63,,orphadata,ORPHA:1896,
,Abnormality of the male genitalia,6638,SNRPN,,orphadata,ORPHA:98754,
,Abnormality of the male genitalia,5879,RAC1,,orphadata,ORPHA:500159,
,Abnormality of the male genitalia,56623,INPP5E,,orphadata,ORPHA:75858,
,Abnormality of the male genitalia,8036,SHOC2,,orphadata,ORPHA:2701,
,Abnormality of the male genitalia,10082,GPC6,,orphadata,ORPHA:93329,
,Abnormality of the male genitalia,8510,MMP23B,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,6658,SOX3,,orphadata,ORPHA:3157,
,Abnormality of the male genitalia,4361,MRE11,,orphadata,ORPHA:145,
,Abnormality of the male genitalia,6121,RPE65,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,10667,FARS2,,orphadata,ORPHA:466722,
,Abnormality of the male genitalia,54345,SOX18,,orphadata,ORPHA:69735,
,Abnormality of the male genitalia,175,AGA,-,mim2gene,OMIM:208400,
,Abnormality of the male genitalia,404672,GTF2H5,,orphadata,ORPHA:33364,
,Abnormality of the male genitalia,4948,OCA2,,orphadata,ORPHA:98754,
,Abnormality of the male genitalia,2121,EVC,,orphadata,ORPHA:289,
,Abnormality of the male genitalia,51684,SUFU,,orphadata,ORPHA:280200,
,Abnormality of the male genitalia,51339,DACT1,,orphadata,ORPHA:857,
,Abnormality of the male genitalia,8260,NAA10,-,mim2gene,OMIM:309800,
,Abnormality of the male genitalia,57096,RPGRIP1,,orphadata,ORPHA:564,
,Abnormality of the male genitalia,4901,NRL,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,128674,PROKR2,,orphadata,ORPHA:432,
,Abnormality of the male genitalia,81887,LAS1L,,orphadata,ORPHA:3459,
,Abnormality of the male genitalia,65109,UPF3B,,orphadata,ORPHA:776,
,Abnormality of the male genitalia,29954,POMT2,-,mim2gene,OMIM:236670,
,Abnormality of the male genitalia,10011,SRA1,-,mim2gene,OMIM:146110,
,Abnormality of the male genitalia,25939,SAMHD1,,orphadata,ORPHA:51,
,Abnormality of the male genitalia,4094,MAF,,orphadata,ORPHA:1272,
,Abnormality of the male genitalia,10483,SEC23B,,orphadata,ORPHA:201,
,Abnormality of the male genitalia,79577,CDC73,,orphadata,ORPHA:143,
,Abnormality of the male genitalia,81603,TRIM8,,orphadata,ORPHA:1934,
,Abnormality of the male genitalia,23394,ADNP,,orphadata,ORPHA:404448,
,Abnormality of the male genitalia,53834,FGFRL1,-,mim2gene,OMIM:194190,
,Abnormality of the male genitalia,2253,FGF8,,orphadata,ORPHA:280200,
,Abnormality of the male genitalia,9820,CUL7,,orphadata,ORPHA:2616,
,Abnormality of the male genitalia,23013,SPEN,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,4214,MAP3K1,-,mim2gene,OMIM:613762,
,Abnormality of the male genitalia,55733,HHAT,-,mim2gene,OMIM:600092,
,Abnormality of the male genitalia,6716,SRD5A2,-,mim2gene,OMIM:264600,
,Abnormality of the male genitalia,166379,BBS12,,orphadata,ORPHA:110,
,Abnormality of the male genitalia,286,ANK1,,orphadata,ORPHA:251066,
,Abnormality of the male genitalia,23384,SPECC1L,-,mim2gene,OMIM:145410,
,Abnormality of the male genitalia,26235,FBXL4,-,mim2gene,OMIM:615471,
,Abnormality of the male genitalia,1859,DYRK1A,,orphadata,ORPHA:268261,
,Abnormality of the male genitalia,10274,STAG1,,orphadata,ORPHA:502434,
,Abnormality of the male genitalia,10320,IKZF1,,orphadata,ORPHA:36426,
,Abnormality of the male genitalia,83990,BRIP1,,orphadata,ORPHA:84,
,Abnormality of the male genitalia,5192,PEX10,,orphadata,ORPHA:912,
,Abnormality of the male genitalia,8820,HESX1,,orphadata,ORPHA:478,
,Abnormality of the male genitalia,5977,DPF2,,orphadata,ORPHA:1465,
,Abnormality of the male genitalia,6748,SSR4,-,mim2gene,OMIM:300934,
,Abnormality of the male genitalia,8481,OFD1,-,mim2gene,OMIM:300209,
,Abnormality of the male genitalia,5626,PROP1,,orphadata,ORPHA:95494,
,Abnormality of the male genitalia,60,ACTB,,orphadata,ORPHA:64755,
,Abnormality of the male genitalia,84282,RNF135,,orphadata,ORPHA:137634,
,Abnormality of the male genitalia,26137,ZBTB20,-,mim2gene,OMIM:259050,
,Abnormality of the male genitalia,6492,SIM1,,orphadata,ORPHA:398079,
,Abnormality of the male genitalia,6804,STX1A,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,4724,NDUFS4,-,mim2gene,OMIM:252010,
,Abnormality of the male genitalia,5781,PTPN11,,orphadata,ORPHA:500,
,Abnormality of the male genitalia,1468,SLC25A10,question,mim2gene,OMIM:618972,
,Abnormality of the male genitalia,28952,CCDC22,-,mim2gene,OMIM:300963,
,Abnormality of the male genitalia,374654,KIF7,,orphadata,ORPHA:36,
,Abnormality of the male genitalia,79053,ALG8,-,mim2gene,OMIM:608104,
,Abnormality of the male genitalia,10847,SRCAP,,orphadata,ORPHA:2044,
,Abnormality of the male genitalia,2261,FGFR3,,orphadata,ORPHA:794,
,Abnormality of the male genitalia,54539,NDUFB11,-,mim2gene,OMIM:309801,
,Abnormality of the male genitalia,51715,RAB23,-,mim2gene,OMIM:201000,
,Abnormality of the male genitalia,2260,FGFR1,,orphadata,ORPHA:280200,
,Abnormality of the male genitalia,1281,COL3A1,,orphadata,ORPHA:286,
,Abnormality of the male genitalia,1947,EFNB1,-,mim2gene,OMIM:304110,
,Abnormality of the male genitalia,22827,PUF60,,orphadata,ORPHA:508498,
,Abnormality of the male genitalia,8831,SYNGAP1,,orphadata,ORPHA:544254,
,Abnormality of the male genitalia,6135,RPL11,,orphadata,ORPHA:124,
,Abnormality of the male genitalia,2068,ERCC2,question,mim2gene,OMIM:610756,
,Abnormality of the male genitalia,1294,COL7A1,,orphadata,ORPHA:79408,
,Abnormality of the male genitalia,6663,SOX10,-,mim2gene,OMIM:613266,
,Abnormality of the male genitalia,3845,KRAS,,orphadata,ORPHA:3339,
,Abnormality of the male genitalia,79728,PALB2,,orphadata,ORPHA:145,
,Abnormality of the male genitalia,23040,MYT1L,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,132884,EVC2,-,mim2gene,OMIM:225500,
,Abnormality of the male genitalia,6572,SLC18A3,,orphadata,ORPHA:994,
,Abnormality of the male genitalia,54968,TMEM70,-,mim2gene,OMIM:614052,
,Abnormality of the male genitalia,1718,DHCR24,-,mim2gene,OMIM:602398,
,Abnormality of the male genitalia,1028,CDKN1C,,orphadata,ORPHA:436144,
,Abnormality of the male genitalia,63895,PIEZO2,question,mim2gene,OMIM:248700,
,Abnormality of the male genitalia,9562,MINPP1,,orphadata,ORPHA:284339,
,Abnormality of the male genitalia,221037,JMJD1C,,orphadata,ORPHA:567,
,Abnormality of the male genitalia,2697,GJA1,,orphadata,ORPHA:317,
,Abnormality of the male genitalia,84163,GTF2IRD2,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,2796,GNRH1,question,mim2gene,OMIM:614841,
,Abnormality of the male genitalia,2736,GLI2,,orphadata,ORPHA:95494,
,Abnormality of the male genitalia,26012,NSMF,-,mim2gene,OMIM:614838,
,Abnormality of the male genitalia,23345,SYNE1,-,mim2gene,OMIM:618484,
,Abnormality of the male genitalia,3643,INSR,-,mim2gene,OMIM:262190,
,Abnormality of the male genitalia,1080,CFTR,,orphadata,ORPHA:399805,
,Abnormality of the male genitalia,641,BLM,-,mim2gene,OMIM:210900,
,Abnormality of the male genitalia,7317,UBA1,-,mim2gene,OMIM:301830,
,Abnormality of the male genitalia,2623,GATA1,,orphadata,ORPHA:67044,
,Abnormality of the male genitalia,7490,WT1,,orphadata,ORPHA:242,
,Abnormality of the male genitalia,5781,PTPN11,-,mim2gene,OMIM:163950,
,Abnormality of the male genitalia,127534,GJB4,,orphadata,ORPHA:317,
,Abnormality of the male genitalia,3954,LETM1,-,mim2gene,OMIM:194190,
,Abnormality of the male genitalia,79576,NKAP,-,mim2gene,OMIM:301039,
,Abnormality of the male genitalia,9968,MED12,-,mim2gene,OMIM:305450,
,Abnormality of the male genitalia,7798,LUZP1,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,6658,SOX3,,orphadata,ORPHA:90695,
,Abnormality of the male genitalia,8820,HESX1,,orphadata,ORPHA:95496,
,Abnormality of the male genitalia,84667,HES7,,orphadata,ORPHA:2311,
,Abnormality of the male genitalia,6913,TBX15,-,mim2gene,OMIM:260660,
,Abnormality of the male genitalia,11041,B4GAT1,,orphadata,ORPHA:899,
,Abnormality of the male genitalia,8260,NAA10,,orphadata,ORPHA:568,
,Abnormality of the male genitalia,5605,MAP2K2,,orphadata,ORPHA:1340,
,Abnormality of the male genitalia,23522,KAT6B,-,mim2gene,OMIM:603736,
,Abnormality of the male genitalia,4281,MID1,-,mim2gene,OMIM:300000,
,Abnormality of the male genitalia,80776,B9D2,-,mim2gene,OMIM:614175,
,Abnormality of the male genitalia,25782,RAB3GAP2,-,mim2gene,OMIM:614225,
,Abnormality of the male genitalia,1029,CDKN2A,,orphadata,ORPHA:524,
,Abnormality of the male genitalia,8302,KLRC4,,orphadata,ORPHA:117,
,Abnormality of the male genitalia,3209,HOXA13,,orphadata,ORPHA:2438,
,Abnormality of the male genitalia,2146,EZH2,-,mim2gene,OMIM:277590,
,Abnormality of the male genitalia,3077,HFE,,orphadata,ORPHA:465508,
,Abnormality of the male genitalia,5277,PIGA,-,mim2gene,OMIM:300868,
,Abnormality of the male genitalia,57647,DHX37,,orphadata,ORPHA:251510,
,Abnormality of the male genitalia,833,CARS1,-,mim2gene,OMIM:618891,
,Abnormality of the male genitalia,2563,GABRD,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,6497,SKI,,orphadata,ORPHA:1606,
,Abnormality of the male genitalia,9128,PRPF4,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,6655,SOS2,-,mim2gene,OMIM:616559,
,Abnormality of the male genitalia,57560,IFT80,,orphadata,ORPHA:93271,
,Abnormality of the male genitalia,28514,DLL1,,orphadata,ORPHA:280200,
,Abnormality of the male genitalia,81848,SPRY4,,orphadata,ORPHA:478,
,Abnormality of the male genitalia,4867,NPHP1,,orphadata,ORPHA:110,
,Abnormality of the male genitalia,7473,WNT3,question,mim2gene,OMIM:273395,
,Abnormality of the male genitalia,284058,KANSL1,,orphadata,ORPHA:363958,
,Abnormality of the male genitalia,57647,DHX37,,orphadata,ORPHA:242,
,Abnormality of the male genitalia,5116,PCNT,-,mim2gene,OMIM:210720,
,Abnormality of the male genitalia,285025,CCDC141,,orphadata,ORPHA:478,
,Abnormality of the male genitalia,26128,KIFBP,,orphadata,ORPHA:66629,
,Abnormality of the male genitalia,5573,PRKAR1A,,orphadata,ORPHA:950,
,Abnormality of the male genitalia,79751,SLC25A22,,orphadata,ORPHA:1934,
,Abnormality of the male genitalia,23347,SMCHD1,-,mim2gene,OMIM:603457,
,Abnormality of the male genitalia,9897,WASHC5,-,mim2gene,OMIM:220210,
,Abnormality of the male genitalia,91647,ATPAF2,question,mim2gene,OMIM:604273,
,Abnormality of the male genitalia,11277,TREX1,,orphadata,ORPHA:51,
,Abnormality of the male genitalia,4784,NFIX,,orphadata,ORPHA:447980,
,Abnormality of the male genitalia,190,NR0B1,,orphadata,ORPHA:242,
,Abnormality of the male genitalia,3720,JARID2,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,54806,AHI1,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,9215,LARGE1,-,mim2gene,OMIM:236670,
,Abnormality of the male genitalia,473,RERE,-,mim2gene,OMIM:616975,
,Abnormality of the male genitalia,101928376,IL12A-AS1,,orphadata,ORPHA:117,
,Abnormality of the male genitalia,2218,FKTN,-,mim2gene,OMIM:236670,
,Abnormality of the male genitalia,56623,INPP5E,-,mim2gene,OMIM:610156,
,Abnormality of the male genitalia,84628,NTNG2,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,367,AR,,orphadata,ORPHA:90797,
,Abnormality of the male genitalia,4204,MECP2,-,mim2gene,OMIM:300055,
,Abnormality of the male genitalia,8726,EED,-,mim2gene,OMIM:617561,
,Abnormality of the male genitalia,148789,B3GALNT2,,orphadata,ORPHA:899,
,Abnormality of the male genitalia,2626,GATA4,question,mim2gene,OMIM:615542,
,Abnormality of the male genitalia,1028,CDKN1C,,orphadata,ORPHA:85173,
,Abnormality of the male genitalia,79140,CCDC28B,susceptibility; modifier,mim2gene,OMIM:209900,
,Abnormality of the male genitalia,4692,NDN,-,mim2gene,OMIM:176270,
,Abnormality of the male genitalia,5422,POLA1,-,mim2gene,OMIM:301220,
,Abnormality of the male genitalia,55181,SMG8,-,mim2gene,OMIM:619268,
,Abnormality of the male genitalia,1028,CDKN1C,-,mim2gene,OMIM:130650,
,Abnormality of the male genitalia,675,BRCA2,susceptibility,mim2gene,OMIM:176807,
,Abnormality of the male genitalia,150468,CKAP2L,,orphadata,ORPHA:3255,
,Abnormality of the male genitalia,175,AGA,,orphadata,ORPHA:93,
,Abnormality of the male genitalia,4629,MYH11,,orphadata,ORPHA:2241,
,Abnormality of the male genitalia,6016,RIT1,,orphadata,ORPHA:648,
,Abnormality of the male genitalia,2176,FANCC,,orphadata,ORPHA:84,
,Abnormality of the male genitalia,153241,CEP120,-,mim2gene,OMIM:616300,
,Abnormality of the male genitalia,8504,PEX3,,orphadata,ORPHA:912,
,Abnormality of the male genitalia,8622,PDE8B,,orphadata,ORPHA:189439,
,Abnormality of the male genitalia,63895,PIEZO2,,orphadata,ORPHA:2461,
,Abnormality of the male genitalia,80067,DCAF17,,orphadata,ORPHA:3464,
,Abnormality of the male genitalia,7458,EIF4H,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,348180,CTU2,-,mim2gene,OMIM:618142,
,Abnormality of the male genitalia,10046,MAMLD1,-,mim2gene,OMIM:300758,
,Abnormality of the male genitalia,26227,PHGDH,-,mim2gene,OMIM:601815,
,Abnormality of the male genitalia,51752,ERAP1,,orphadata,ORPHA:117,
,Abnormality of the male genitalia,29895,MYLPF,-,mim2gene,OMIM:619110,
,Abnormality of the male genitalia,79659,DYNC2H1,-,mim2gene,OMIM:613091,
,Abnormality of the male genitalia,27077,B9D1,,orphadata,ORPHA:564,
,Abnormality of the male genitalia,4838,NODAL,,orphadata,ORPHA:280200,
,Abnormality of the male genitalia,7291,TWIST1,-,mim2gene,OMIM:617746,
,Abnormality of the male genitalia,7291,TWIST1,,orphadata,ORPHA:794,
,Abnormality of the male genitalia,5015,OTX2,,orphadata,ORPHA:990,
,Abnormality of the male genitalia,253738,EBF3,-,mim2gene,OMIM:617330,
,Abnormality of the male genitalia,5728,PTEN,-,mim2gene,OMIM:176807,
,Abnormality of the male genitalia,5913,RAPSN,-,mim2gene,OMIM:618388,
,Abnormality of the male genitalia,6134,RPL10,,orphadata,ORPHA:459070,
,Abnormality of the male genitalia,79184,BRCC3,,orphadata,ORPHA:280679,
,Abnormality of the male genitalia,55690,PACS1,-,mim2gene,OMIM:615009,
,Abnormality of the male genitalia,132884,EVC2,,orphadata,ORPHA:289,
,Abnormality of the male genitalia,63901,FAM111A,,orphadata,ORPHA:93325,
,Abnormality of the male genitalia,7490,WT1,,orphadata,ORPHA:251510,
,Abnormality of the male genitalia,84984,CEP19,,orphadata,ORPHA:110,
,Abnormality of the male genitalia,157570,ESCO2,-,mim2gene,OMIM:268300,
,Abnormality of the male genitalia,8820,HESX1,,orphadata,ORPHA:3157,
,Abnormality of the male genitalia,9915,ARNT2,question,mim2gene,OMIM:615926,
,Abnormality of the male genitalia,57709,SLC7A14,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,22858,CILK1,-,mim2gene,OMIM:612651,
,Abnormality of the male genitalia,388939,PCARE,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,80144,FRAS1,-,mim2gene,OMIM:219000,
,Abnormality of the male genitalia,6309,SC5D,,orphadata,ORPHA:46059,
,Abnormality of the male genitalia,64135,IFIH1,,orphadata,ORPHA:51,
,Abnormality of the male genitalia,100147744,RNU7-1,-,mim2gene,OMIM:619487,
,Abnormality of the male genitalia,9126,SMC3,,orphadata,ORPHA:199,
,Abnormality of the male genitalia,9496,TBX4,,orphadata,ORPHA:261279,
,Abnormality of the male genitalia,9723,SEMA3E,question,mim2gene,OMIM:214800,
,Abnormality of the male genitalia,3972,LHB,-,mim2gene,OMIM:228300,
,Abnormality of the male genitalia,25930,PTPN23,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,2798,GNRHR,,orphadata,ORPHA:432,
,Abnormality of the male genitalia,5879,RAC1,-,mim2gene,OMIM:617751,
,Abnormality of the male genitalia,10908,PNPLA6,,orphadata,ORPHA:2377,
,Abnormality of the male genitalia,51360,MBTPS2,,orphadata,ORPHA:85284,
,Abnormality of the male genitalia,54345,SOX18,-,mim2gene,OMIM:607823,
,Abnormality of the male genitalia,6657,SOX2,-,mim2gene,OMIM:206900,
,Abnormality of the male genitalia,165,AEBP1,-,mim2gene,OMIM:618000,
,Abnormality of the male genitalia,10815,CPLX1,,orphadata,ORPHA:280,
,Abnormality of the male genitalia,341640,FREM2,,orphadata,ORPHA:2052,
,Abnormality of the male genitalia,5455,POU3F3,-,mim2gene,OMIM:618604,
,Abnormality of the male genitalia,6391,SDHC,,orphadata,ORPHA:201,
,Abnormality of the male genitalia,51082,POLR1D,,orphadata,ORPHA:861,
,Abnormality of the male genitalia,10108,MKRN3-AS1,-,mim2gene,OMIM:176270,
,Abnormality of the male genitalia,9394,HS6ST1,,orphadata,ORPHA:478,
,Abnormality of the male genitalia,6497,SKI,-,mim2gene,OMIM:182212,
,Abnormality of the male genitalia,5190,PEX6,,orphadata,ORPHA:912,
,Abnormality of the male genitalia,6155,RPL27,,orphadata,ORPHA:124,
,Abnormality of the male genitalia,2187,FANCB,-,mim2gene,OMIM:300514,
,Abnormality of the male genitalia,7476,WNT7A,-,mim2gene,OMIM:276820,
,Abnormality of the male genitalia,6711,SPTBN1,-,mim2gene,OMIM:619475,
,Abnormality of the male genitalia,3735,KARS1,-,mim2gene,OMIM:619147,
,Abnormality of the male genitalia,7403,KDM6A,-,mim2gene,OMIM:147920,
,Abnormality of the male genitalia,51626,DYNC2LI1,,orphadata,ORPHA:289,
,Abnormality of the male genitalia,5723,PSPH,,orphadata,ORPHA:79350,
,Abnormality of the male genitalia,23001,WDFY3,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,7840,ALMS1,,orphadata,ORPHA:64,
,Abnormality of the male genitalia,2260,FGFR1,-,mim2gene,OMIM:147950,
,Abnormality of the male genitalia,64093,SMOC1,,orphadata,ORPHA:1106,
,Abnormality of the male genitalia,6041,RNASEL,-,mim2gene,OMIM:601518,
,Abnormality of the male genitalia,55112,DYNC2I1,,orphadata,ORPHA:93271,
,Abnormality of the male genitalia,5566,PRKACA,,orphadata,ORPHA:189439,
,Abnormality of the male genitalia,6899,TBX1,-,mim2gene,OMIM:192430,
,Abnormality of the male genitalia,54551,MAGEL2,,orphadata,ORPHA:177904,
,Abnormality of the male genitalia,3736,KCNA1,,orphadata,ORPHA:1934,
,Abnormality of the male genitalia,5144,PDE4D,,orphadata,ORPHA:439822,
,Abnormality of the male genitalia,473,RERE,,orphadata,ORPHA:494344,
,Abnormality of the male genitalia,3691,ITGB4,,orphadata,ORPHA:79403,
,Abnormality of the male genitalia,1406,CRX,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,2313,FLI1,,orphadata,ORPHA:370348,
,Abnormality of the male genitalia,63035,BCORL1,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,9725,TMEM63A,-,mim2gene,OMIM:618688,
,Abnormality of the male genitalia,155368,METTL27,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,100151683,RNU4ATAC,-,mim2gene,OMIM:210710,
,Abnormality of the male genitalia,23742,NPAP1,-,mim2gene,OMIM:176270,
,Abnormality of the male genitalia,207,AKT1,,orphadata,ORPHA:201,
,Abnormality of the male genitalia,1717,DHCR7,-,mim2gene,OMIM:270400,
,Abnormality of the male genitalia,1387,CREBBP,-,mim2gene,OMIM:180849,
,Abnormality of the male genitalia,54880,BCOR,-,mim2gene,OMIM:309800,
,Abnormality of the male genitalia,4659,PPP1R12A,-,mim2gene,OMIM:618820,
,Abnormality of the male genitalia,23556,PIGN,,orphadata,ORPHA:2059,
,Abnormality of the male genitalia,9325,TRIP4,,orphadata,ORPHA:486815,
,Abnormality of the male genitalia,54499,TMCO1,-,mim2gene,OMIM:213980,
,Abnormality of the male genitalia,412,STS,,orphadata,ORPHA:281090,
,Abnormality of the male genitalia,79068,FTO,-,mim2gene,OMIM:612938,
,Abnormality of the male genitalia,9409,PEX16,,orphadata,ORPHA:912,
,Abnormality of the male genitalia,2979,GUCA1B,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,2736,GLI2,-,mim2gene,OMIM:615849,
,Abnormality of the male genitalia,79947,DHDDS,-,mim2gene,OMIM:613861,
,Abnormality of the male genitalia,375298,CERKL,,orphadata,ORPHA:791,
,Abnormality of the male genitalia,285,ANGPT2,-,mim2gene,OMIM:619369,
,Abnormality of the male genitalia,7403,KDM6A,,orphadata,ORPHA:2322,
,Abnormality of the male genitalia,22954,TRIM32,,orphadata,ORPHA:110,
,Abnormality of the male genitalia,3052,HCCS,-,mim2gene,OMIM:309801,
,Abnormality of the male genitalia,23414,ZFPM2,,orphadata,ORPHA:251510,
,Abnormality of the male genitalia,627,BDNF,,orphadata,ORPHA:893,
,Abnormality of the male genitalia,2737,GLI3,-,mim2gene,OMIM:146510,
,Abnormality of the male genitalia,103,ADAR,,orphadata,ORPHA:51,
,Abnormality of the male genitalia,2006,ELN,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,55612,FERMT1,,orphadata,ORPHA:2908,
,Abnormality of the male genitalia,26005,C2CD3,-,mim2gene,OMIM:615948,
,Abnormality of the male genitalia,1723,DHODH,-,mim2gene,OMIM:263750,
,Abnormality of the male genitalia,412,STS,-,mim2gene,OMIM:308100,
,Abnormality of the male genitalia,6716,SRD5A2,,orphadata,ORPHA:753,
,Abnormality of the male genitalia,4601,MXI1,-,mim2gene,OMIM:176807,
,Abnormality of the male genitalia,10056,FARSB,-,mim2gene,OMIM:613658,
,Abnormality of the male genitalia,79577,CDC73,,orphadata,ORPHA:99880,
,Abnormality of the male genitalia,55904,KMT2E,,orphadata,ORPHA:528084,
,Abnormality of the male genitalia,5932,RBBP8,-,mim2gene,OMIM:606744,
,Abnormality of the male genitalia,7373,COL14A1,,orphadata,ORPHA:79501,
,Abnormality of the male genitalia,7132,TNFRSF1A,,orphadata,ORPHA:32960,
,Abnormality of the male genitalia,134701,RIPPLY2,,orphadata,ORPHA:2311,
,Abnormality of the male genitalia,2516,NR5A1,,orphadata,ORPHA:399805,
,Abnormality of the male genitalia,8468,FKBP6,,orphadata,ORPHA:904,
,Abnormality of the male genitalia,3293,HSD17B3,,orphadata,ORPHA:752,
,Abnormality of the male genitalia,23476,BRD4,,orphadata,ORPHA:199,
