HPO-id,HPO label,entrz-gene-id,entrez-gene-symbol,additional info from G-D source,G-D source,Disease-ID for link
,,2200,FBN1,,orphadata,ORPHA:284979
,,86,ACTL6A,,orphadata,ORPHA:528084
,,4883,NPR 3.00,-,mim2gene,OMIM:619543
,,8510,MMP23B,,orphadata,ORPHA:1606
,,2200,FBN1,-,mim2gene,OMIM:604308
,,5745,PTH1R,,orphadata,ORPHA:50945
,,4763,NF1,,orphadata,ORPHA:97685
,,8974,P4HA2,,orphadata,ORPHA:397
,,10630,PDPN,,orphadata,ORPHA:1606
,,6899,TBX1,,orphadata,ORPHA:1727
,,10568,SLC34A2,,orphadata,ORPHA:60025
,,23118,TAB2,-,mim2gene,OMIM:614980
,,2783,GNB2,-,mim2gene,OMIM:619503
,,7043,TGFB3,,orphadata,ORPHA:91387
,,1281,COL3A1,-,mim2gene,OMIM:130050
,,5594,MAPK1,,orphadata,ORPHA:261330
,,10735,STAG2,-,mim2gene,OMIM:301022
,,54903,MKS1,-,mim2gene,OMIM:249000
,,9632,SEC24C,,orphadata,ORPHA:567
,,9184,BUB3,,orphadata,ORPHA:1052
,,26608,TBL2,,orphadata,ORPHA:904
,,2253,FGF8,,orphadata,ORPHA:280195
,,5592,PRKG1,-,mim2gene,OMIM:615436
,,375,ARF1,,orphadata,ORPHA:98892
,,7490,WT1,-,mim2gene,OMIM:608978
,,9653,HS2ST1,,orphadata,ORPHA:528084
,,84231,TRAF7,-,mim2gene,OMIM:618164
,,26057,ANKRD17,,orphadata,ORPHA:528084
,,25939,SAMHD1,,orphadata,ORPHA:51
,,2200,FBN1,-,mim2gene,OMIM:616914
,,2703,GJA8,-,mim2gene,OMIM:612474
,,388015,RTL1,,orphadata,ORPHA:96334
,,57697,FANCM,,orphadata,ORPHA:84
,,10297,APC2,,orphadata,ORPHA:821
,,2697,GJA1,-,mim2gene,OMIM:241550
,,10847,SRCAP,,orphadata,ORPHA:528084
,,3339,HSPG2,,orphadata,ORPHA:1606
,,4091,SMAD6,-,mim2gene,OMIM:614823
,,4015,LOX,,orphadata,ORPHA:91387
,,126792,B3GALT6,,orphadata,ORPHA:536467
,,23013,SPEN,,orphadata,ORPHA:1606
,,54538,ROBO4,-,mim2gene,OMIM:618496
,,93,ACVR2B,-,mim2gene,OMIM:613751
,,7403,KDM6A,-,mim2gene,OMIM:300867
,,23384,SPECC1L,-,mim2gene,OMIM:145410
,,6304,SATB1,,orphadata,ORPHA:528084
,,7049,TGFBR3,,orphadata,ORPHA:231160
,,23013,SPEN,,orphadata,ORPHA:1606
,,135886,TMEM270,,orphadata,ORPHA:904
,,83990,BRIP1,,orphadata,ORPHA:84
,,51626,DYNC2LI1,-,mim2gene,OMIM:617088
,,2294,FOXF1,-,mim2gene,OMIM:265380
,,2332,FMR1,,orphadata,ORPHA:908
,,91754,NEK9,-,mim2gene,OMIM:617022
,,2022,ENG,,orphadata,ORPHA:231160
,,140628,GATA5,,orphadata,ORPHA:402075
,,3064,HTT,,orphadata,ORPHA:528084
,,26229,B3GAT3,-,mim2gene,OMIM:245600
,,84464,SLX4,,orphadata,ORPHA:84
,,6888,TALDO1,-,mim2gene,OMIM:606003
,,59,ACTA2,,orphadata,ORPHA:91387
,,6804,STX1A,,orphadata,ORPHA:904
,,81614,NIPA2,,orphadata,ORPHA:261183
,,55780,ERMARD,,orphadata,ORPHA:98892
,,8216,LZTR1,-,mim2gene,OMIM:616564
,,10847,SRCAP,,orphadata,ORPHA:2044
,,7490,WT1,,orphadata,ORPHA:3097
,,9031,BAZ1B,,orphadata,ORPHA:904
,,54539,NDUFB11,-,mim2gene,OMIM:309801
,,55384,MEG3,,orphadata,ORPHA:96334
,,4625,MYH7,-,mim2gene,OMIM:613426
,,1281,COL3A1,,orphadata,ORPHA:286
,,22827,PUF60,,orphadata,ORPHA:508498
,,2332,FMR1,,orphadata,ORPHA:449291
,,3190,HNRNPK,,orphadata,ORPHA:453504
,,6135,RPL11,,orphadata,ORPHA:124
,,54897,CASZ1,,orphadata,ORPHA:1606
,,23040,MYT1L,,orphadata,ORPHA:528084
,,92255,LMBRD2,,orphadata,ORPHA:528084
,,6154,RPL26,,orphadata,ORPHA:124
,,2200,FBN1,,orphadata,ORPHA:91387
,,1161,ERCC8,,orphadata,ORPHA:90324
,,5167,ENPP1,,orphadata,ORPHA:51608
,,3845,KRAS,-,mim2gene,OMIM:600268
,,2626,GATA4,,orphadata,ORPHA:251071
,,221037,JMJD1C,,orphadata,ORPHA:567
,,613,BCR,,orphadata,ORPHA:261330
,,84163,GTF2IRD2,,orphadata,ORPHA:904
,,3123,HLA-DRB1,,orphadata,ORPHA:397
,,3845,KRAS,,orphadata,ORPHA:2396
,,2736,GLI2,,orphadata,ORPHA:280195
,,10664,CTCF,-,mim2gene,OMIM:615502
,,374969,SVBP,,orphadata,ORPHA:528084
,,51057,WDPCP,-,mim2gene,OMIM:217085
,,28514,DLL1,,orphadata,ORPHA:280195
,,29089,UBE2T,,orphadata,ORPHA:84
,,64127,NOD2,,orphadata,ORPHA:90340
,,5781,PTPN11,-,mim2gene,OMIM:163950
,,137814,NKX2-6,,orphadata,ORPHA:3384
,,2697,GJA1,,orphadata,ORPHA:2248
,,64220,STRA6,-,mim2gene,OMIM:601186
,,5604,MAP2K1,-,mim2gene,OMIM:163950
,,79576,NKAP,-,mim2gene,OMIM:301039
,,8085,KMT2D,,orphadata,ORPHA:2322
,,7798,LUZP1,,orphadata,ORPHA:1606
,,2316,FLNA,,orphadata,ORPHA:98892
,,10516,FBLN5,,orphadata,ORPHA:90348
,,113246,C12ORF57,-,mim2gene,OMIM:218340
,,2200,FBN1,-,mim2gene,OMIM:608328
,,8936,WASF1,,orphadata,ORPHA:528084
,,2301,FOXE3,,orphadata,ORPHA:91387
,,4313,MMP2,,orphadata,ORPHA:371428
,,7042,TGFB2,-,mim2gene,OMIM:614816
,,10526,IPO8,-,mim2gene,OMIM:619472
,,1289,COL5A1,,orphadata,ORPHA:287
,,6160,RPL31,,orphadata,ORPHA:124
,,8928,FOXH1,,orphadata,ORPHA:280195
,,9968,MED12,,orphadata,ORPHA:93932
,,23592,LEMD3,,orphadata,ORPHA:1306
,,833,CARS1,-,mim2gene,OMIM:618891
,,55159,RFWD3,,orphadata,ORPHA:84
,,2074,ERCC6,,orphadata,ORPHA:90324
,,2563,GABRD,,orphadata,ORPHA:1606
,,6497,SKI,,orphadata,ORPHA:1606
,,6910,TBX5,,orphadata,ORPHA:392
,,6235,RPS29,,orphadata,ORPHA:124
,,4323,MMP14,,orphadata,ORPHA:371428
,,10075,HUWE1,,orphadata,ORPHA:528084
,,6655,SOS 2,-,mim2gene,OMIM:616559
,,4131,MAP1B,,orphadata,ORPHA:98892
,,54487,DGCR8,-,mim2gene,OMIM:192430
,,90121,TSR2,,orphadata,ORPHA:124
,,284058,KANSL1,,orphadata,ORPHA:363958
,,6239,RREB1,,orphadata,ORPHA:567
,,7461,CLIP2,,orphadata,ORPHA:904
,,51399,TRAPPC4,,orphadata,ORPHA:528084
,,9569,GTF2IRD1,,orphadata,ORPHA:904
,,146862,UNC45B,-,mim2gene,OMIM:619178
,,11277,TREX1,,orphadata,ORPHA:51
,,9939,RBM8A,-,mim2gene,OMIM:274000
,,59,ACTA2,-,mim2gene,OMIM:614042
,,633,BGN,-,mim2gene,OMIM:300989
,,3720,JARID2,,orphadata,ORPHA:528084
HP:0001680,Coarctation of aorta,,,,,
,,2006,ELN,,orphadata,ORPHA:90348
,,4089,SMAD4,-,mim2gene,OMIM:139210
,,11198,SUPT16H,-,mim2gene,OMIM:619480
,,2697,GJA1,-,mim2gene,OMIM:241550
,,6138,RPL15,,orphadata,ORPHA:124
,,6736,SRY,,orphadata,ORPHA:1772
,,4091,SMAD6,-,mim2gene,OMIM:614823
,,5832,ALDH18A1,,orphadata,ORPHA:90348
,,7403,KDM6A,,orphadata,ORPHA:2322
,,2260,FGFR1,,orphadata,ORPHA:2396
,,5826,ABCD4,-,mim2gene,OMIM:614857
,,2623,GATA1,,orphadata,ORPHA:124
,,10847,SRCAP,-,mim2gene,OMIM:136140
,,673,BRAF,-,mim2gene,OMIM:163950
,,2737,GLI3,-,mim2gene,OMIM:146510
,,7403,KDM6A,-,mim2gene,OMIM:300867
,,79813,EHMT1,,orphadata,ORPHA:96147
,,23384,SPECC1L,-,mim2gene,OMIM:145410
,,8295,TRRAP,-,mim2gene,OMIM:618454
,,3265,HRAS,-,mim2gene,OMIM:163200
,,55784,MCTP2,,orphadata,ORPHA:1596
,,50937,CDON,,orphadata,ORPHA:280195
,,10664,CTCF,,orphadata,ORPHA:363611
,,51626,DYNC2LI1,-,mim2gene,OMIM:617088
,,2294,FOXF1,-,mim2gene,OMIM:265380
,,2657,GDF1,-,mim2gene,OMIM:613854
,,7026,NR2F2,-,mim2gene,OMIM:615779
,,140628,GATA5,,orphadata,ORPHA:402075
,,4838,NODAL,-,mim2gene,OMIM:270100
,,8802,SUCLG1,,orphadata,ORPHA:17
,,6997,TDGF1,,orphadata,ORPHA:280195
,,6899,TBX1,-,mim2gene,OMIM:217095
,,1000,CDH2,-,mim2gene,OMIM:618929
,,9968,MED12,-,mim2gene,OMIM:301068
,,137814,NKX2-6,-,mim2gene,OMIM:217095
,,6141,RPL18,,orphadata,ORPHA:124
,,6218,RPS17,,orphadata,ORPHA:124
,,6201,RPS7,,orphadata,ORPHA:124
,,6888,TALDO1,,orphadata,ORPHA:101028
,,6496,SIX3,,orphadata,ORPHA:280195
,,123606,NIPA1,,orphadata,ORPHA:261183
,,89910,UBE3B,-,mim2gene,OMIM:244450
,,22827,PUF60,,orphadata,ORPHA:508488
,,2619,GAS1,,orphadata,ORPHA:280195
,,6888,TALDO1,-,mim2gene,OMIM:606003
,,8085,KMT2D,-,mim2gene,OMIM:147920
,,5053,PAH,,orphadata,ORPHA:2209
,,6234,RPS28,,orphadata,ORPHA:124
,,1387,CREBBP,,orphadata,ORPHA:353281
,,5727,PTCH1,,orphadata,ORPHA:280195
,,3845,KRAS,-,mim2gene,OMIM:163200
,,7283,TUBG1,,orphadata,ORPHA:261183
,,139285,AMER1,,orphadata,ORPHA:2780
,,81614,NIPA2,,orphadata,ORPHA:261183
,,4893,NRAS,-,mim2gene,OMIM:163200
,,8216,LZTR1,-,mim2gene,OMIM:616564
,,10847,SRCAP,,orphadata,ORPHA:2044
,,7707,ZNF148,-,mim2gene,OMIM:617260
,,11224,RPL35,,orphadata,ORPHA:124
,,7490,WT1,,orphadata,ORPHA:3097
,,6223,RPS19,-,mim2gene,OMIM:105650
,,4625,MYH7,-,mim2gene,OMIM:613426
,,22827,PUF60,,orphadata,ORPHA:508498
,,8216,LZTR1,-,mim2gene,OMIM:605275
,,6135,RPL11,,orphadata,ORPHA:124
,,1482,NKX2-5,-,mim2gene,OMIM:217095
,,6125,RPL5,,orphadata,ORPHA:124
,,23483,TGDS,-,mim2gene,OMIM:616145
,,1387,CREBBP,,orphadata,ORPHA:353277
,,4851,NOTCH1,,orphadata,ORPHA:402075
,,132,ADK,-,mim2gene,OMIM:614300
,,6154,RPL26,,orphadata,ORPHA:124
,,6232,RPS27,,orphadata,ORPHA:124
,,3845,KRAS,-,mim2gene,OMIM:600268
,,2737,GLI3,,orphadata,ORPHA:672
,,4281,MID1,,orphadata,ORPHA:2745
,,1108,CHD4,-,mim2gene,OMIM:617159
,,2627,GATA6,-,mim2gene,OMIM:217095
,,2313,FLI1,,orphadata,ORPHA:2308
,,3845,KRAS,,orphadata,ORPHA:2396
,,84976,DISP1,,orphadata,ORPHA:280195
,,2736,GLI2,,orphadata,ORPHA:280195
,,10664,CTCF,-,mim2gene,OMIM:615502
,,6229,RPS24,,orphadata,ORPHA:124
,,51057,WDPCP,-,mim2gene,OMIM:217085
,,28514,DLL1,,orphadata,ORPHA:280195
,,5781,PTPN11,-,mim2gene,OMIM:163950
,,6224,RPS20,,orphadata,ORPHA:124
,,701,BUB1B,,orphadata,ORPHA:1052
,,5500,PPP1CB,-,mim2gene,OMIM:617506
,,2033,EP300,,orphadata,ORPHA:353284
,,5236,PGM1,-,mim2gene,OMIM:614921
,,64220,STRA6,-,mim2gene,OMIM:601186
,,9839,ZEB2,,orphadata,ORPHA:261537
,,51816,ADA2,,orphadata,ORPHA:124
,,5604,MAP2K1,-,mim2gene,OMIM:163950
,,10195,ALG3,,orphadata,ORPHA:79321
,,8085,KMT2D,,orphadata,ORPHA:2322
,,6223,RPS19,,orphadata,ORPHA:124
,,10516,FBLN5,,orphadata,ORPHA:90348
,,6155,RPL27,,orphadata,ORPHA:124
,,4091,SMAD6,,orphadata,ORPHA:402075
,,2187,FANCB,-,mim2gene,OMIM:300514
,,4838,NODAL,,orphadata,ORPHA:280195
,,6491,STIL,,orphadata,ORPHA:280195
,,699,BUB1,,orphadata,ORPHA:1052
,,7403,KDM6A,-,mim2gene,OMIM:147920
,,51322,WAC,,orphadata,ORPHA:284169
,,4313,MMP2,,orphadata,ORPHA:371428
,,6165,RPL35A,,orphadata,ORPHA:124
,,25,ABL1,-,mim2gene,OMIM:617602
,,6204,RPS10,,orphadata,ORPHA:124
,,5745,PTH1R,,orphadata,ORPHA:50945
,,4763,NF1,,orphadata,ORPHA:97685
,,6231,RPS26,,orphadata,ORPHA:124
,,6160,RPL31,,orphadata,ORPHA:124
,,6469,SHH,,orphadata,ORPHA:280195
,,9319,TRIP13,,orphadata,ORPHA:1052
,,2702,GJA5,-,mim2gene,OMIM:612474
,,57057,TBX20,-,mim2gene,OMIM:611363
,,1482,NKX2-5,,orphadata,ORPHA:402075
,,8928,FOXH1,,orphadata,ORPHA:280195
,,9968,MED12,,orphadata,ORPHA:93932
,,7546,ZIC2,,orphadata,ORPHA:280195
,,6210,RPS15A,,orphadata,ORPHA:124
,,6235,RPS29,,orphadata,ORPHA:124
,,182,JAG1,-,mim2gene,OMIM:118450
,,4323,MMP14,,orphadata,ORPHA:371428
,,6655,SOS 2,-,mim2gene,OMIM:616559
,,4212,MEIS2,-,mim2gene,OMIM:600987
,,10735,STAG2,-,mim2gene,OMIM:301022
,,90121,TSR2,,orphadata,ORPHA:124
,,54903,MKS1,-,mim2gene,OMIM:249000
,,9184,BUB3,,orphadata,ORPHA:1052
,,100151683,RNU4ATAC,-,mim2gene,OMIM:210710
,,2253,FGF8,,orphadata,ORPHA:280195
,,9702,CEP57,-,mim2gene,OMIM:614114
,,1717,DHCR7,-,mim2gene,OMIM:270400
,,7050,TGIF1,,orphadata,ORPHA:280195
,,9702,CEP57,,orphadata,ORPHA:1052
,,146862,UNC45B,-,mim2gene,OMIM:619178
,,9939,RBM8A,-,mim2gene,OMIM:274000
,,1024,CDK8,-,mim2gene,OMIM:618748
,,9839,ZEB2,,orphadata,ORPHA:261552
,,7490,WT1,-,mim2gene,OMIM:608978
,,84231,TRAF7,-,mim2gene,OMIM:618164
,,2703,GJA8,-,mim2gene,OMIM:612474
HP:0001710,Conotruncal defect,,,,,
,,54768,HYDIN,,orphadata,ORPHA:244
,,285203,EOGT,,orphadata,ORPHA:974
,,2619,GAS1,,orphadata,ORPHA:280200
,,51085,MLXIPL,,orphadata,ORPHA:904
,,51364,ZMYND10,,orphadata,ORPHA:244
,,1312,COMT,,orphadata,ORPHA:567
,,92749,DRC1,,orphadata,ORPHA:244
,,10370,CITED2,,orphadata,ORPHA:3303
,,10743,RAI1,,orphadata,ORPHA:477817
,,5885,RAD21,-,mim2gene,OMIM:614701
,,55036,CCDC40,,orphadata,ORPHA:244
,,23129,PLXND1,,orphadata,ORPHA:3384
,,2626,GATA4,question,mim2gene,OMIM:615542
,,196528,ARID2,,orphadata,ORPHA:1465
,,6499,SKIV2L,,orphadata,ORPHA:84064
,,5888,RAD51,,orphadata,ORPHA:84
,,2627,GATA6,-,mim2gene,OMIM:600001
,,57167,SALL4,question,mim2gene,OMIM:147750
,,9939,RBM8A,,orphadata,ORPHA:3320
,,1482,NKX2-5,,orphadata,ORPHA:3303
,,3106,HLA-B,,orphadata,ORPHA:397
,,55784,MCTP2,,orphadata,ORPHA:1596
,,9896,FIG4,-,mim2gene,OMIM:216340
,,2969,GTF2I,,orphadata,ORPHA:904
,,2176,FANCC,,orphadata,ORPHA:84
,,57465,TBC1D24,,orphadata,ORPHA:79500
,,137814,NKX2-6,,orphadata,ORPHA:3303
,,653361,NCF1,,orphadata,ORPHA:904
,,55172,DNAAF2,,orphadata,ORPHA:244
,,4920,ROR2,,orphadata,ORPHA:1507
,,54970,TTC12,,orphadata,ORPHA:244
,,2657,GDF1,-,mim2gene,OMIM:613854
,,7026,NR2F2,-,mim2gene,OMIM:615779
,,23384,SPECC1L,,orphadata,ORPHA:1519
,,8214,DGCR6,-,mim2gene,OMIM:192430
,,3984,LIMK1,,orphadata,ORPHA:904
,,6899,TBX1,-,mim2gene,OMIM:217095
,,7458,EIF4H,,orphadata,ORPHA:904
,,5824,PEX19,-,mim2gene,OMIM:614886
,,2627,GATA6,-,mim2gene,OMIM:187500
,,137814,NKX2-6,-,mim2gene,OMIM:217095
,,2188,FANCF,,orphadata,ORPHA:84
,,123606,NIPA1,,orphadata,ORPHA:261183
,,56683,CFAP298,,orphadata,ORPHA:244
,,55697,VAC14,,orphadata,ORPHA:3472
,,2072,ERCC4,,orphadata,ORPHA:84
,,6899,TBX1,,orphadata,ORPHA:567
,,27152,INTU,question,mim2gene,OMIM:617925
,,2177,FANCD2,,orphadata,ORPHA:84
,,5053,PAH,,orphadata,ORPHA:2209
,,8241,RBM10,,orphadata,ORPHA:2886
,,5590,PRKCZ,,orphadata,ORPHA:1606
,,83538,ODAD4,,orphadata,ORPHA:244
,,83479,DDX59,,orphadata,ORPHA:2919
,,115399,LRRC56,-,mim2gene,OMIM:618254
,,7283,TUBG1,,orphadata,ORPHA:261183
,,2626,GATA4,,orphadata,ORPHA:3303
,,115399,LRRC56,,orphadata,ORPHA:244
,,2622,GAS8,,orphadata,ORPHA:244
,,57514,ARHGAP31,-,mim2gene,OMIM:100300
,,4838,NODAL,,orphadata,ORPHA:280200
,,89765,RSPH1,,orphadata,ORPHA:244
,,352909,DNAAF3,,orphadata,ORPHA:244
,,57167,SALL4,,orphadata,ORPHA:959
,,22800,RRAS2,-,mim2gene,OMIM:618624
,,10277,UBE4B,,orphadata,ORPHA:1606
,,9451,EIF2AK3,,orphadata,ORPHA:1667
,,6597,SMARCA4,,orphadata,ORPHA:1465
,,9723,SEMA3E,,orphadata,ORPHA:138
,,421,ARVCF,,orphadata,ORPHA:567
,,3791,KDR,,orphadata,ORPHA:3303
,,1482,NKX2-5,-,mim2gene,OMIM:217095
,,55636,CHD7,-,mim2gene,OMIM:214800
,,8481,OFD1,,orphadata,ORPHA:244
,,55191,NADSYN1,-,mim2gene,OMIM:618845
,,7353,UFD1,,orphadata,ORPHA:567
,,257,ALX3,-,mim2gene,OMIM:136760
,,55120,FANCL,,orphadata,ORPHA:84
,,79925,SPEF2,,orphadata,ORPHA:244
,,25981,DNAH1,,orphadata,ORPHA:244
,,9723,SEMA3E,question,mim2gene,OMIM:214800
,,1108,CHD4,-,mim2gene,OMIM:617159
,,79813,EHMT1,-,mim2gene,OMIM:610253
,,27152,INTU,question,mim2gene,OMIM:617926
,,2657,GDF1,-,mim2gene,OMIM:208530
,,6659,SOX4,,orphadata,ORPHA:1465
,,27019,DNAI1,,orphadata,ORPHA:244
,,83861,RSPH3,,orphadata,ORPHA:244
,,7290,HIRA,,orphadata,ORPHA:567
,,182,JAG1,,orphadata,ORPHA:3303
,,6598,SMARCB1,,orphadata,ORPHA:1465
,,4853,NOTCH2,-,mim2gene,OMIM:610205
,,57514,ARHGAP31,,orphadata,ORPHA:974
,,345643,MCIDAS,,orphadata,ORPHA:244
,,79728,PALB2,,orphadata,ORPHA:84
,,745,MYRF,-,mim2gene,OMIM:618280
,,8514,KCNAB2,,orphadata,ORPHA:1606
,,6601,SMARCC2,,orphadata,ORPHA:1465
,,6125,RPL5,-,mim2gene,OMIM:612561
,,775,CACNA1C,-,mim2gene,OMIM:601005
,,10459,MAD2L2,,orphadata,ORPHA:84
,,9839,ZEB2,,orphadata,ORPHA:261537
,,2175,FANCA,,orphadata,ORPHA:84
,,9275,BCL7B,,orphadata,ORPHA:904
,,9897,WASHC5,,orphadata,ORPHA:7
,,5727,PTCH1,,orphadata,ORPHA:280200
,,85016,CFAP300,,orphadata,ORPHA:244
,,1147,CHUK,-,mim2gene,OMIM:613630
,,2189,FANCG,,orphadata,ORPHA:84
,,8289,ARID1A,,orphadata,ORPHA:1465
,,221421,RSPH9,,orphadata,ORPHA:244
,,2294,FOXF1,,orphadata,ORPHA:210122
,,8510,MMP23B,,orphadata,ORPHA:1606
,,6496,SIX3,,orphadata,ORPHA:280200
,,123872,DNAAF1,,orphadata,ORPHA:244
,,50937,CDON,,orphadata,ORPHA:280200
,,182,JAG1,question,mim2gene,OMIM:617992
,,9652,TTC37,,orphadata,ORPHA:84064
,,6899,TBX1,-,mim2gene,OMIM:192430
,,6664,SOX11,,orphadata,ORPHA:1465
,,8974,P4HA2,,orphadata,ORPHA:397
,,10630,PDPN,,orphadata,ORPHA:1606
,,1482,NKX2-5,-,mim2gene,OMIM:108900
,,6899,TBX1,,orphadata,ORPHA:1727
,,115948,ODAD3,,orphadata,ORPHA:244
,,9772,TMEM94,-,mim2gene,OMIM:618316
,,4851,NOTCH1,,orphadata,ORPHA:974
,,6605,SMARCE1,,orphadata,ORPHA:1465
,,51684,SUFU,,orphadata,ORPHA:280200
,,63976,PRDM16,,orphadata,ORPHA:1606
,,57492,ARID1B,,orphadata,ORPHA:1465
,,55636,CHD7,,orphadata,ORPHA:138
,,23118,TAB2,-,mim2gene,OMIM:614980
,,2783,GNB2,-,mim2gene,OMIM:619503
,,51339,DACT1,,orphadata,ORPHA:857
,,182,JAG1,-,mim2gene,OMIM:118450
,,2542,SLC37A4,-,mim2gene,OMIM:619525
,,57492,ARID1B,-,mim2gene,OMIM:135900
,,64359,NXN,,orphadata,ORPHA:1507
,,374407,DNAJB13,,orphadata,ORPHA:244
,,9632,SEC24C,,orphadata,ORPHA:567
,,155368,METTL27,,orphadata,ORPHA:904
,,2627,GATA6,,orphadata,ORPHA:2255
,,100151683,RNU4ATAC,-,mim2gene,OMIM:210710
,,26608,TBL2,,orphadata,ORPHA:904
,,8241,RBM10,-,mim2gene,OMIM:311900
,,6899,TBX1,,orphadata,ORPHA:3303
,,23556,PIGN,,orphadata,ORPHA:2059
,,2324,FLT4,,orphadata,ORPHA:3303
,,10735,STAG2,-,mim2gene,OMIM:301043
,,2187,FANCB,,orphadata,ORPHA:84
,,7547,ZIC3,-,mim2gene,OMIM:306955
,,9839,ZEB2,,orphadata,ORPHA:261552
,,84976,DISP1,,orphadata,ORPHA:280200
,,55215,FANCI,,orphadata,ORPHA:84
,,7490,WT1,-,mim2gene,OMIM:608978
,,8220,ESS2,-,mim2gene,OMIM:192430
,,9896,FIG4,,orphadata,ORPHA:3472
,,139212,DNAAF6,,orphadata,ORPHA:244
,,526,ATP6V1B2,,orphadata,ORPHA:79500
,,84231,TRAF7,-,mim2gene,OMIM:618164
,,26191,PTPN22,,orphadata,ORPHA:397
,,57697,FANCM,,orphadata,ORPHA:84
,,1482,NKX2-5,-,mim2gene,OMIM:187500
,,3339,HSPG2,,orphadata,ORPHA:1606
,,168507,PKD1L1,-,mim2gene,OMIM:617205
,,8092,ALX1,,orphadata,ORPHA:306542
,,2253,FGF8,,orphadata,ORPHA:280200
,,23013,SPEN,,orphadata,ORPHA:1606
,,1131,CHRM3,,orphadata,ORPHA:2970
,,473,RERE,,orphadata,ORPHA:1606
,,140628,GATA5,-,mim2gene,OMIM:617912
,,1767,DNAH5,,orphadata,ORPHA:244
,,79813,EHMT1,,orphadata,ORPHA:96147
,,27148,STK36,,orphadata,ORPHA:244
,,2006,ELN,,orphadata,ORPHA:904
,,23013,SPEN,,orphadata,ORPHA:1606
,,135886,TMEM270,,orphadata,ORPHA:904
,,23639,DNAAF11,,orphadata,ORPHA:244
,,6899,TBX1,,orphadata,ORPHA:567
,,83990,BRIP1,,orphadata,ORPHA:84
,,6674,SPAG1,,orphadata,ORPHA:244
,,93233,ODAD1,,orphadata,ORPHA:244
,,5982,RFC2,,orphadata,ORPHA:904
,,83544,DNAL1,,orphadata,ORPHA:244
,,1349,COX7B,-,mim2gene,OMIM:300887
,,2294,FOXF1,-,mim2gene,OMIM:265380
,,339829,CCDC39,,orphadata,ORPHA:244
,,10309,CCNO,,orphadata,ORPHA:244
,,4838,NODAL,-,mim2gene,OMIM:270100
,,5977,DPF2,,orphadata,ORPHA:1465
,,6997,TDGF1,,orphadata,ORPHA:280200
,,2302,FOXJ1,,orphadata,ORPHA:244
,,84464,SLX4,,orphadata,ORPHA:84
,,7546,ZIC2,,orphadata,ORPHA:280200
,,161582,DNAAF4,,orphadata,ORPHA:244
,,29998,BICRA,-,mim2gene,OMIM:619325
,,8468,FKBP6,,orphadata,ORPHA:904
,,6804,STX1A,,orphadata,ORPHA:904
,,54919,DNAAF5,,orphadata,ORPHA:244
,,4851,NOTCH1,-,mim2gene,OMIM:109730
,,81614,NIPA2,,orphadata,ORPHA:261183
,,6103,RPGR,,orphadata,ORPHA:244
,,9487,PIGL,,orphadata,ORPHA:3474
,,345895,RSPH4A,,orphadata,ORPHA:244
,,7050,TGIF1,,orphadata,ORPHA:280200
,,6602,SMARCD1,,orphadata,ORPHA:1465
,,10847,SRCAP,,orphadata,ORPHA:2044
,,57572,DOCK6,,orphadata,ORPHA:974
,,7490,WT1,,orphadata,ORPHA:3097
,,26275,HIBCH,,orphadata,ORPHA:88639
,,9031,BAZ1B,,orphadata,ORPHA:904
,,55593,OTUD5,-,mim2gene,OMIM:301056
,,1770,DNAH9,,orphadata,ORPHA:244
,,51715,RAB23,-,mim2gene,OMIM:201000
,,2260,FGFR1,,orphadata,ORPHA:280200
,,23414,ZFPM2,-,mim2gene,OMIM:187500
,,85478,CCDC65,,orphadata,ORPHA:244
,,22827,PUF60,,orphadata,ORPHA:508498
,,9993,DGCR2,-,mim2gene,OMIM:192430
,,54897,CASZ1,,orphadata,ORPHA:1606
,,140628,GATA5,,orphadata,ORPHA:3303
,,8928,FOXH1,,orphadata,ORPHA:280200
,,114049,BUD23,,orphadata,ORPHA:904
,,7319,UBE2A,,orphadata,ORPHA:163956
,,5889,RAD51C,,orphadata,ORPHA:84
,,2178,FANCE,,orphadata,ORPHA:84
,,64446,DNAI2,,orphadata,ORPHA:244
,,84277,DNAJC30,,orphadata,ORPHA:904
,,2626,GATA4,,orphadata,ORPHA:251071
,,23414,ZFPM2,,orphadata,ORPHA:3303
,,221037,JMJD1C,,orphadata,ORPHA:567
,,182,JAG1,-,mim2gene,OMIM:187500
,,2627,GATA6,-,mim2gene,OMIM:217095
,,84163,GTF2IRD2,,orphadata,ORPHA:904
,,3123,HLA-DRB1,,orphadata,ORPHA:397
,,2657,GDF1,,orphadata,ORPHA:3303
,,28952,CCDC22,,orphadata,ORPHA:7
,,6899,TBX1,-,mim2gene,OMIM:188400
,,2303,FOXC2,-,mim2gene,OMIM:153400
,,9487,PIGL,-,mim2gene,OMIM:280000
,,155382,VPS37D,,orphadata,ORPHA:904
,,29089,UBE2T,,orphadata,ORPHA:84
,,137814,NKX2-6,,orphadata,ORPHA:3384
,,246176,GAS2L2,,orphadata,ORPHA:244
,,64220,STRA6,-,mim2gene,OMIM:601186
,,388389,CCDC103,,orphadata,ORPHA:244
,,8195,MKKS,,orphadata,ORPHA:2473
,,6299,SALL1,-,mim2gene,OMIM:107480
,,7798,LUZP1,,orphadata,ORPHA:1606
,,6899,TBX1,-,mim2gene,OMIM:187500
,,7355,SLC35A2,,orphadata,ORPHA:356961
