HPO Accession,Disease ID,Gene Symbol,Disease,HPO Term
HP:0002011,DOID:331,PRICKLE2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NUP133,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NACC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UBQLN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,IKBKAP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SRPX2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,STX1B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WASF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CWF19L1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRIN2B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSEN54,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNK5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNAJC6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PCDH12,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TOR1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC6A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TNFRSF1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EEF2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CEP104,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ALDH7A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BSCL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GAD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PMPCB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FA2H,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,OFD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ERBB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,THG1L,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNQ3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PARK2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HNRNPA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ZIC4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ABCA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRAPPC2L,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VRK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TOX3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HNRNPA1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MARCH6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MPZ,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ZFYVE26,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG21,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP1A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DYNC1H1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ALG13,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PLP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PTPRD,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NAGLU,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ECHS1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SUMF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP6AP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RTN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RARS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC9A6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PHACTR1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GFAP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM175,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GAN,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,POLR3A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MFN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS37A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CSF1R,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COASY,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CDKL5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NOP56,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ASPA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC12A5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TIMM8A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CDK5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCARB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SNCA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BEAN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GUF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ABCD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NPHP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,XK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC35A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FITM2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,POLR3K,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DST,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DYNC1H1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ST3GAL5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CASR,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,XRCC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHRNA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,REPS1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MTOR,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC44A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CAPN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TREX1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS13C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNQ2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APOE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MATR3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRID2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATL1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CEP41,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS41,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHCHD10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NOP56,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LAGE3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TBP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MT-ND1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNM1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PCLO,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KMT2B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HACE1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COQ2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MECR,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CTSB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOSC3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC6A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VRK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRG2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ZFYVE26,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NRROS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CIZ1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APOA1BP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SETD1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHRNB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EEF1A2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UGDH,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RANBP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TAF1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AP4S1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TIMM50,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SBF2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AP2M1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS11,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS13A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MATR3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DRD5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PSAP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FMR1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ICK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ZEB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CCNF,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,INF2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FTL,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNT1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DHDDS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNAJC13,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SYNJ1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PMP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ARSB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRG2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,COQ2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN8A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,A2M,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ASAH1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ANG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCYL1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN8A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ADCK3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GNAO1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF2B3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ACO2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPTLC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SCN1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ADPRHL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SIGMAR1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TSC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS13D,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RARS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PMPCA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VCP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PSEN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HIP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SYN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIF7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNA2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC9A1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NKX6-2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HTT,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CYFIP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC12A6,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UBA5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VPS35,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,THAP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,UBTF,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EGR2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PARK2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TNRC6A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DSTYK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PSEN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SAMD12,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BICD2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TANGO2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RNASET2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MME,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RHOBTB2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MARS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TPP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DDHD1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GIG25,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KCNJ10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DMXL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TCTN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NGF,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WWOX,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ENSP00000406581,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YAP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,POC1B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CACNA1A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NEFH,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,YEATS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,APP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CPT1C,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NRP1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EIF4G1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIAA0196,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KIAA0196,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MAG,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHCHD10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ERBB4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOSC9,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DEGS1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PRNP,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNM1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ANO3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GRN,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PSEN2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG11,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOSC3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GABRG2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GPR56,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLN3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,NPRL2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC7A6OS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ASPA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AMPD2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,VAPB,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PNPO,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ERLIN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATP1A3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,STUB1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EXOC8,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PIGN,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MEF2D,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,RAB10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ELP3,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,JRK,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,DNAJC5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SLC30A10,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,B9D1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CLN5,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,MTMR2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM240,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PTPN23,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GOSR2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,EFHC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WNK1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,INPP5E,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,WDR42A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TBCE,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GLS,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ARL13B,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CCDC88A,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,SPG11,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,PFN1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,LMNA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ADAM22,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,HNRNPU,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,BICD2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TRIM2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,GBA,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FOXC1,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CDK19,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,ATXN7,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CHRNA4,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,KLC2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,CRAT,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,FARS2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,AIMP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,IGHMBP2,Central nervous system disease,morphological central nervous system abnormality
HP:0002011,DOID:331,TMEM107,Central nervous system disease,morphological central nervous system abnormality
HP:0002059,DOID:1443,EIF2B5,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ASPA,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,GFAP,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,HEPACAM,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,AIMP1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR3A,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,GFAP,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,GALC,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,CNP,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,GJC2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,LMNB1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,SUMF1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,RNASET2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,FAM126A,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,GJC2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,TMEM106B,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,RARS,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,CSF1R,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR1C,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,PSAP,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ARSA,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ACER3,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,LMNB1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ACBD5,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,FA2H,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,DEGS1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ARSB,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,PLP1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,TMEM63A,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR3K,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,HSPD1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,NOTCH3,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,UFM1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,NKX6-2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B3,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,PLP1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ASPA,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B5,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,PYCR2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR3B,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,PLEKHG2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,ABCD1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR3A,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,MLC1,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,VPS11,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B4,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,TUBB4A,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,POLR3B,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,AIMP2,Cerebral degeneration,cerebral atrophy
HP:0002059,DOID:1443,EIF2B1,Cerebral degeneration,cerebral atrophy
