Chemical	Chemical_URI	Relationship	Relationship_URI	Gene	Gene_URI
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SERPINI1	http://identifiers.org/hgnc.symbol/SERPINI1
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		CXCL13	http://identifiers.org/hgnc.symbol/CXCL13
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		TUBA1A	http://identifiers.org/hgnc.symbol/TUBA1A
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		TES	http://identifiers.org/hgnc.symbol/TES
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		PLPPR4	http://identifiers.org/hgnc.symbol/PLPPR4
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		CCDC92	http://identifiers.org/hgnc.symbol/CCDC92
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		PPP2R5C	http://identifiers.org/hgnc.symbol/PPP2R5C
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		MICAL2	http://identifiers.org/hgnc.symbol/MICAL2
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SLC35A3	http://identifiers.org/hgnc.symbol/SLC35A3
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		GRIA2	http://identifiers.org/hgnc.symbol/GRIA2
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SCG5	http://identifiers.org/hgnc.symbol/SCG5
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SERPINE2	http://identifiers.org/hgnc.symbol/SERPINE2
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		PFKP	http://identifiers.org/hgnc.symbol/PFKP
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		NPTX2	http://identifiers.org/hgnc.symbol/NPTX2
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		RRS1	http://identifiers.org/hgnc.symbol/RRS1
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		CISD1	http://identifiers.org/hgnc.symbol/CISD1
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		P2RY14	http://identifiers.org/hgnc.symbol/P2RY14
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		IGF1R	http://identifiers.org/hgnc.symbol/IGF1R
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		STK39	http://identifiers.org/hgnc.symbol/STK39
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SDC4	http://identifiers.org/hgnc.symbol/SDC4
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		TYRP1	http://identifiers.org/hgnc.symbol/TYRP1
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		DNAJC12	http://identifiers.org/hgnc.symbol/DNAJC12
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SOCS2	http://identifiers.org/hgnc.symbol/SOCS2
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		POSTN	http://identifiers.org/hgnc.symbol/POSTN
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		CHGB	http://identifiers.org/hgnc.symbol/CHGB
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		MEF2C	http://identifiers.org/hgnc.symbol/MEF2C
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		EXT1	http://identifiers.org/hgnc.symbol/EXT1
cytochalasin-b	https://identifiers.org/lincs.smallmolecule:LSM-6235	upregulates		SGCB	http://identifiers.org/hgnc.symbol/SGCB
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		UCHL1	http://identifiers.org/hgnc.symbol/UCHL1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ADD3	http://identifiers.org/hgnc.symbol/ADD3
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ITGBL1	http://identifiers.org/hgnc.symbol/ITGBL1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		VCAN	http://identifiers.org/hgnc.symbol/VCAN
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ZNF91	http://identifiers.org/hgnc.symbol/ZNF91
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SPAG16	http://identifiers.org/hgnc.symbol/SPAG16
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		HSPB11	http://identifiers.org/hgnc.symbol/HSPB11
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		GALNT12	http://identifiers.org/hgnc.symbol/GALNT12
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		TMEM106B	http://identifiers.org/hgnc.symbol/TMEM106B
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		METTL7A	http://identifiers.org/hgnc.symbol/METTL7A
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		WIF1	http://identifiers.org/hgnc.symbol/WIF1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ALDH1A2	http://identifiers.org/hgnc.symbol/ALDH1A2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		LAMC2	http://identifiers.org/hgnc.symbol/LAMC2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SST	http://identifiers.org/hgnc.symbol/SST
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		LY75	http://identifiers.org/hgnc.symbol/LY75
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		RAMP1	http://identifiers.org/hgnc.symbol/RAMP1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		IGFBP2	http://identifiers.org/hgnc.symbol/IGFBP2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		PRKCB	http://identifiers.org/hgnc.symbol/PRKCB
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ALOX5	http://identifiers.org/hgnc.symbol/ALOX5
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ABCC4	http://identifiers.org/hgnc.symbol/ABCC4
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CHI3L1	http://identifiers.org/hgnc.symbol/CHI3L1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		WSB1	http://identifiers.org/hgnc.symbol/WSB1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		TNFAIP6	http://identifiers.org/hgnc.symbol/TNFAIP6
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		MT1M	http://identifiers.org/hgnc.symbol/MT1M
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SAP30	http://identifiers.org/hgnc.symbol/SAP30
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CLCN3	http://identifiers.org/hgnc.symbol/CLCN3
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CXCL3	http://identifiers.org/hgnc.symbol/CXCL3
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CXCL5	http://identifiers.org/hgnc.symbol/CXCL5
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SCRG1	http://identifiers.org/hgnc.symbol/SCRG1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CRYAB	http://identifiers.org/hgnc.symbol/CRYAB
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		TFF1	http://identifiers.org/hgnc.symbol/TFF1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		MAGED1	http://identifiers.org/hgnc.symbol/MAGED1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		MXRA7	http://identifiers.org/hgnc.symbol/MXRA7
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		PHTF2	http://identifiers.org/hgnc.symbol/PHTF2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		AGR2	http://identifiers.org/hgnc.symbol/AGR2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ASAH1	http://identifiers.org/hgnc.symbol/ASAH1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		IL1R1	http://identifiers.org/hgnc.symbol/IL1R1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		F13A1	http://identifiers.org/hgnc.symbol/F13A1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		ADGRG2	http://identifiers.org/hgnc.symbol/ADGRG2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SIDT2	http://identifiers.org/hgnc.symbol/SIDT2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		COMP	http://identifiers.org/hgnc.symbol/COMP
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SPINK1	http://identifiers.org/hgnc.symbol/SPINK1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		GALNT1	http://identifiers.org/hgnc.symbol/GALNT1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CYP1B1	http://identifiers.org/hgnc.symbol/CYP1B1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		S100P	http://identifiers.org/hgnc.symbol/S100P
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		CXCL2	http://identifiers.org/hgnc.symbol/CXCL2
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		DAPK1	http://identifiers.org/hgnc.symbol/DAPK1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		SPP1	http://identifiers.org/hgnc.symbol/SPP1
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		PDGFRA	http://identifiers.org/hgnc.symbol/PDGFRA
ketorolac	https://identifiers.org/lincs.smallmolecule:LSM-1526	upregulates		DDIT4	http://identifiers.org/hgnc.symbol/DDIT4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CHRDL1	http://identifiers.org/hgnc.symbol/CHRDL1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		HBD	http://identifiers.org/hgnc.symbol/HBD
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SLC4A1	http://identifiers.org/hgnc.symbol/SLC4A1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PDZD2	http://identifiers.org/hgnc.symbol/PDZD2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		FABP5	http://identifiers.org/hgnc.symbol/FABP5
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PKP1	http://identifiers.org/hgnc.symbol/PKP1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		HPGD	http://identifiers.org/hgnc.symbol/HPGD
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		BCL11B	http://identifiers.org/hgnc.symbol/BCL11B
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SCGB1A1	http://identifiers.org/hgnc.symbol/SCGB1A1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		EGR2	http://identifiers.org/hgnc.symbol/EGR2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		ALAS2	http://identifiers.org/hgnc.symbol/ALAS2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CHI3L2	http://identifiers.org/hgnc.symbol/CHI3L2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		UBE2E3	http://identifiers.org/hgnc.symbol/UBE2E3
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		BHLHE41	http://identifiers.org/hgnc.symbol/BHLHE41
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		ARG1	http://identifiers.org/hgnc.symbol/ARG1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PRDX2	http://identifiers.org/hgnc.symbol/PRDX2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SERPINA1	http://identifiers.org/hgnc.symbol/SERPINA1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SLC4A4	http://identifiers.org/hgnc.symbol/SLC4A4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PGGHG	http://identifiers.org/hgnc.symbol/PGGHG
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		IRF4	http://identifiers.org/hgnc.symbol/IRF4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		ADO	http://identifiers.org/hgnc.symbol/ADO
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		AHSP	http://identifiers.org/hgnc.symbol/AHSP
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		FKBP11	http://identifiers.org/hgnc.symbol/FKBP11
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		FBLN5	http://identifiers.org/hgnc.symbol/FBLN5
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		MSLN	http://identifiers.org/hgnc.symbol/MSLN
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		MAGEA3	http://identifiers.org/hgnc.symbol/MAGEA3
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SORL1	http://identifiers.org/hgnc.symbol/SORL1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SPRY4	http://identifiers.org/hgnc.symbol/SPRY4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		HOPX	http://identifiers.org/hgnc.symbol/HOPX
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CD55	http://identifiers.org/hgnc.symbol/CD55
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		ICAM2	http://identifiers.org/hgnc.symbol/ICAM2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		SPP1	http://identifiers.org/hgnc.symbol/SPP1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		THBS4	http://identifiers.org/hgnc.symbol/THBS4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PRKCA	http://identifiers.org/hgnc.symbol/PRKCA
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		FABP4	http://identifiers.org/hgnc.symbol/FABP4
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		AKR1C2	http://identifiers.org/hgnc.symbol/AKR1C2
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		GYPC	http://identifiers.org/hgnc.symbol/GYPC
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		KLHL21	http://identifiers.org/hgnc.symbol/KLHL21
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		AQP3	http://identifiers.org/hgnc.symbol/AQP3
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		TMEM100	http://identifiers.org/hgnc.symbol/TMEM100
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		MCOLN1	http://identifiers.org/hgnc.symbol/MCOLN1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		LTF	http://identifiers.org/hgnc.symbol/LTF
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		ROBO1	http://identifiers.org/hgnc.symbol/ROBO1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CHL1	http://identifiers.org/hgnc.symbol/CHL1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		MAOB	http://identifiers.org/hgnc.symbol/MAOB
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CPM	http://identifiers.org/hgnc.symbol/CPM
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PPARG	http://identifiers.org/hgnc.symbol/PPARG
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		PLBD1	http://identifiers.org/hgnc.symbol/PLBD1
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		LPL	http://identifiers.org/hgnc.symbol/LPL
estradiol	https://identifiers.org/lincs.smallmolecule:LSM-2421	upregulates		CXCL14	http://identifiers.org/hgnc.symbol/CXCL14
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		HSPA8	http://identifiers.org/hgnc.symbol/HSPA8
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		MBP	http://identifiers.org/hgnc.symbol/MBP
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		NTS	http://identifiers.org/hgnc.symbol/NTS
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		GPM6B	http://identifiers.org/hgnc.symbol/GPM6B
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		MT1X	http://identifiers.org/hgnc.symbol/MT1X
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		VCAM1	http://identifiers.org/hgnc.symbol/VCAM1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		TOB1	http://identifiers.org/hgnc.symbol/TOB1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CLEC3B	http://identifiers.org/hgnc.symbol/CLEC3B
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		POLG2	http://identifiers.org/hgnc.symbol/POLG2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CA2	http://identifiers.org/hgnc.symbol/CA2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CHGB	http://identifiers.org/hgnc.symbol/CHGB
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		LY6E	http://identifiers.org/hgnc.symbol/LY6E
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		BEX3	http://identifiers.org/hgnc.symbol/BEX3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		PTPRCAP	http://identifiers.org/hgnc.symbol/PTPRCAP
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		SCGB2A2	http://identifiers.org/hgnc.symbol/SCGB2A2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		EIF2S3	http://identifiers.org/hgnc.symbol/EIF2S3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		IRX5	http://identifiers.org/hgnc.symbol/IRX5
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		SELENOP	http://identifiers.org/hgnc.symbol/SELENOP
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		MAGEA3	http://identifiers.org/hgnc.symbol/MAGEA3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		ACKR3	http://identifiers.org/hgnc.symbol/ACKR3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		HOXC10	http://identifiers.org/hgnc.symbol/HOXC10
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		MREG	http://identifiers.org/hgnc.symbol/MREG
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		S100A8	http://identifiers.org/hgnc.symbol/S100A8
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		PLEKHM1	http://identifiers.org/hgnc.symbol/PLEKHM1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CXCL14	http://identifiers.org/hgnc.symbol/CXCL14
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CYP4B1	http://identifiers.org/hgnc.symbol/CYP4B1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		PAPSS2	http://identifiers.org/hgnc.symbol/PAPSS2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		BMP2	http://identifiers.org/hgnc.symbol/BMP2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		HSD17B2	http://identifiers.org/hgnc.symbol/HSD17B2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		TRPS1	http://identifiers.org/hgnc.symbol/TRPS1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		TPBG	http://identifiers.org/hgnc.symbol/TPBG
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CGA	http://identifiers.org/hgnc.symbol/CGA
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		ADIRF	http://identifiers.org/hgnc.symbol/ADIRF
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CRIP1	http://identifiers.org/hgnc.symbol/CRIP1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		LIMCH1	http://identifiers.org/hgnc.symbol/LIMCH1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		DCLK1	http://identifiers.org/hgnc.symbol/DCLK1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		SLC1A1	http://identifiers.org/hgnc.symbol/SLC1A1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		AUTS2	http://identifiers.org/hgnc.symbol/AUTS2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		AQP3	http://identifiers.org/hgnc.symbol/AQP3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		GUSBP3	http://identifiers.org/hgnc.symbol/GUSBP3
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		RBM34	http://identifiers.org/hgnc.symbol/RBM34
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		NTRK2	http://identifiers.org/hgnc.symbol/NTRK2
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		G3BP1	http://identifiers.org/hgnc.symbol/G3BP1
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		GNAS	http://identifiers.org/hgnc.symbol/GNAS
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		PUF60	http://identifiers.org/hgnc.symbol/PUF60
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CRK	http://identifiers.org/hgnc.symbol/CRK
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		PLA2G4A	http://identifiers.org/hgnc.symbol/PLA2G4A
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		HMG20B	http://identifiers.org/hgnc.symbol/HMG20B
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		CLU	http://identifiers.org/hgnc.symbol/CLU
dimethadione	https://identifiers.org/lincs.smallmolecule:LSM-5546	upregulates		MAP7	http://identifiers.org/hgnc.symbol/MAP7
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		MGP	http://identifiers.org/hgnc.symbol/MGP
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		VOPP1	http://identifiers.org/hgnc.symbol/VOPP1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		KRT5	http://identifiers.org/hgnc.symbol/KRT5
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		LTBP1	http://identifiers.org/hgnc.symbol/LTBP1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		PLTP	http://identifiers.org/hgnc.symbol/PLTP
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		FKBP11	http://identifiers.org/hgnc.symbol/FKBP11
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		LSM5	http://identifiers.org/hgnc.symbol/LSM5
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		MYL2	http://identifiers.org/hgnc.symbol/MYL2
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		CRYAB	http://identifiers.org/hgnc.symbol/CRYAB
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		MCL1	http://identifiers.org/hgnc.symbol/MCL1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		CSRP2	http://identifiers.org/hgnc.symbol/CSRP2
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		PDLIM4	http://identifiers.org/hgnc.symbol/PDLIM4
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		CAP2	http://identifiers.org/hgnc.symbol/CAP2
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		TGFB1	http://identifiers.org/hgnc.symbol/TGFB1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		TTN	http://identifiers.org/hgnc.symbol/TTN
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		CDC25B	http://identifiers.org/hgnc.symbol/CDC25B
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		FGFR4	http://identifiers.org/hgnc.symbol/FGFR4
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		TMEM259	http://identifiers.org/hgnc.symbol/TMEM259
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		ME1	http://identifiers.org/hgnc.symbol/ME1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		DMD	http://identifiers.org/hgnc.symbol/DMD
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		MB	http://identifiers.org/hgnc.symbol/MB
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		CLU	http://identifiers.org/hgnc.symbol/CLU
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		GNLY	http://identifiers.org/hgnc.symbol/GNLY
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		REG3A	http://identifiers.org/hgnc.symbol/REG3A
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		MYBPC1	http://identifiers.org/hgnc.symbol/MYBPC1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		YME1L1	http://identifiers.org/hgnc.symbol/YME1L1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		EPHX2	http://identifiers.org/hgnc.symbol/EPHX2
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		TPD52L1	http://identifiers.org/hgnc.symbol/TPD52L1
progesterone	https://identifiers.org/lincs.smallmolecule:LSM-3452	upregulates		KLHL41	http://identifiers.org/hgnc.symbol/KLHL41
