Gene Symbol,pHI
C17orf103,0.46455
CISD1,0.46451
PPP1R14B,0.17023
MTMR11,0.14405
CHI3L2,0.15028
LINGO4,0.09687
ANO9,0.33565
PTK6,0.27788
APOBR,0.14658
PHGR1,0.46408
SUSD3,0.0924
DPP4,0.39551
SF3B5,0.46376
PLBD1,0.46362
COL4A4,0.46349
WSCD1,0.40916
PANK2,0.46329
C6orf203,0.46324
BCO2,0.23618
RP11-552F3.12,0.17707
IL12RB1,0.09703
SCG2,0.46308
USP54,0.37976
INCA1,0.17464
PLD6,0.1524
CLDN7,0.2013
NOD1,0.46284
PDE1C,0.46282
SFXN1,0.46282
ANXA7,0.41581
AVIL,0.19268
DDIT4,0.46261
PVRL1,0.46257
SMIM12,0.22047
IFT140,0.28759
TNFRSF14,0.38259
C1orf112,0.46219
SLC5A1,0.46214
RP4-559A3.7,0.13326
RP11-867G23.8,0.11255
TPGS2,0.46161
SLC6A12,0.2279
WDR34,0.32797
TRAPPC9,0.46139
SLC35B2,0.16081
TMEM143,0.16778
RNF125,0.30058
DCBLD1,0.44527
KXD1,0.17515
ADI1,0.46074
ZNF3,0.18069
DDAH1,0.4605
AKAP5,0.33565
MYO5B,0.46029
KREMEN1,0.46024
ZNF703,0.46019
SNX21,0.13669
HEXA,0.46013
MYCL,0.27007
WDR87,0.10198
AGXT,0.06593
PEG3,0.45996
SLC15A4,0.45994
GALNT11,0.45989
AIG1,0.45988
PINK1,0.21287
SLC9C2,0.25022
PALM3,0.296
ACADSB,0.45965
TMED4,0.40104
TM6SF1,0.35339
TMEM176A,0.147
DKK1,0.45936
XPA,0.45927
PTGES3L-AARSD1,0.06885
LYSMD2,0.3711
TBRG4,0.41862
PTPRCAP,0.23862
CCR7,0.37204
ANAPC16,0.33989
PHYH,0.45861
SLC2A3,0.35364
TTLL11,0.45852
LRRC32,0.4585
WRAP73,0.31364
SLBP,0.45849
SLC27A2,0.45845
POSTN,0.45821
EYS,0.4582
CREB3,0.2906
ZNF250,0.45799
NAP1L5,0.45797
MGME1,0.45789
MICU3,0.45783
ABHD6,0.37129
SCLT1,0.42941
CCDC58,0.37729
MGLL,0.45762
ROR2,0.45761
AC027307.3,0.17791
ZNF180,0.22065
BSG,0.32962
TMEM127,0.22179
MPL,0.11348
PTTG1,0.37761
NUDCD2,0.45717
AC135048.1,0.06027
SCN7A,0.45706
ARL15,0.45699
LPIN3,0.45691
ANGPTL6,0.16942
GEM,0.45671
IDH3B,0.30403
POP7,0.05217
CEBPD,0.45658
CCDC175,0.27316
BCAP29,0.45642
FXN,0.45642
C2orf42,0.4381
ABCC3,0.25545
MSANTD4,0.45593
MRPL33,0.45592
ELOVL7,0.4559
PLCXD3,0.45586
ZNF404,0.21867
CACNA1S,0.29196
MROH8,0.2559
CCDC79,0.19686
MIA,0.095
CLPB,0.29339
CHADL,0.27627
VAMP1,0.24851
OXSM,0.45514
NOL8,0.45514
OGFOD1,0.26331
PDE12,0.45513
CNTD1,0.11816
EPHX1,0.30062
TMA16,0.455
HAX1,0.16469
SLC16A4,0.23408
UIMC1,0.45494
PRAM1,0.39701
ANXA11,0.36555
MANSC1,0.45477
WARS2,0.38082
LTV1,0.33758
FGF20,0.45442
ZNF45,0.21156
TRIM13,0.45435
CDC7,0.45416
CSDC2,0.16077
NCCRP1,0.15043
ACAT1,0.45409
ZCCHC7,0.45407
MIEN1,0.25862
MRPS27,0.45401
SDR9C7,0.09427
BTNL9,0.45397
MCTP2,0.4539
MRPL22,0.45383
C9orf24,0.07233
ECHDC2,0.2604
HKDC1,0.18665
ATXN7L3B,0.30988
GSTCD,0.39255
SLC39A3,0.20713
DNASE2,0.15601
ANO10,0.45319
LIMD2,0.22637
GPR3,0.12616
L3MBTL4,0.45298
DECR1,0.45297
BNIP1,0.45294
CCDC97,0.11652
SUCLG1,0.45289
TRAPPC6B,0.45283
LHFPL2,0.45271
SRXN1,0.2243
SH3BGRL3,0.14854
GMNC,0.45261
ZNF205,0.30759
COA3,0.08944
MICU2,0.45232
NMRK1,0.45217
WNT7B,0.43921
SLC16A8,0.08302
LDHB,0.4519
SDC1,0.45187
LYVE1,0.45186
SH3GL3,0.2385
ZKSCAN3,0.15225
OTOG,0.38163
TMEM45A,0.39308
NKAIN2,0.45143
PLCD1,0.36023
IFT46,0.30176
VPS33A,0.45117
ARHGEF37,0.45114
RP5-1052I5.2,0.25981
ADAT2,0.44037
ZNF366,0.45102
USP45,0.45101
CD14,0.07615
AFAP1L1,0.38433
ZNF862,0.45078
TPMT,0.45076
WDR41,0.45073
OLFM3,0.45052
NT5DC3,0.45048
PAQR3,0.31013
MOB2,0.19039
CYP4F22,0.15304
WDR63,0.23583
PAPPA-AS1,0.45009
C18orf32,0.45008
CNR1,0.30617
SMPD1,0.2702
MTMR6,0.44985
NDOR1,0.25818
WDR35,0.44976
MSH6,0.44973
EXTL2,0.2267
SNX24,0.44966
LPAR5,0.17167
CPLX1,0.44963
RNF114,0.41967
ZC3H3,0.41244
PALD1,0.3537
FAM184B,0.44916
TCP11L1,0.44913
TRIM32,0.44908
SP6,0.21917
TMEM167A,0.44869
GAP43,0.44869
MED10,0.44868
RIMKLA,0.19907
EHD4,0.43686
KCNK4,0.09727
SGPP2,0.44846
ANKRD63,0.09806
RPP14,0.22801
TSPAN31,0.27901
GUCY2D,0.13071
DIRAS3,0.28481
SNX16,0.42423
KIAA1328,0.44765
RTEL1-TNFRSF6B,0.21558
HINT1,0.44753
TRIM62,0.28324
MTG2,0.38882
ZNF527,0.20884
ALDH3A2,0.28242
LLPH,0.44708
SERPINE1,0.31941
CHPF2,0.17025
TEX264,0.29573
FAM213B,0.1392
TMEM158,0.15873
CANT1,0.44685
CD163,0.40667
GPN2,0.25789
TAF1B,0.44644
DUOXA1,0.21557
RSAD1,0.29747
AOAH,0.44634
STX7,0.44631
DCAKD,0.43415
QSOX2,0.36019
MANBA,0.44604
CTSZ,0.20396
ARSA,0.19235
SPRR1A,0.14008
C17orf80,0.44577
JPH3,0.42596
PRC1,0.4456
PLA2G12B,0.06528
ABHD12,0.44556
MRPL37,0.24665
DCST1,0.12952
SLC22A7,0.08397
CAPN3,0.44543
IRF7,0.13078
HSPBAP1,0.29461
ZDHHC24,0.15563
PPM1K,0.44494
C5orf34,0.44476
CACFD1,0.19995
RFT1,0.27182
SDE2,0.44468
RRP15,0.44464
C19orf26,0.2764
CRISPLD2,0.44456
SGSH,0.33269
SNX32,0.08058
FBXW8,0.4442
VSTM2L,0.31762
INSIG1,0.44418
CDO1,0.22382
DPH6,0.44406
RAB4B-EGLN2,0.16142
ATP6V1C2,0.32632
TNFRSF11B,0.44386
CCDC61,0.13807
ID2,0.38622
RPAP2,0.36751
TBC1D24,0.15011
PDCD7,0.33801
RNF149,0.30153
PAQR5,0.33407
H2AFX,0.3033
ZNF480,0.16829
CYP7B1,0.44331
BASP1,0.44317
PPHLN1,0.44313
LRRC61,0.21554
TSSK4,0.1159
NAA16,0.44299
ZXDC,0.25903
HTRA3,0.44285
WNT6,0.14845
FARS2,0.44264
ZFP28,0.23539
MKKS,0.44253
RNPEP,0.24907
RAB38,0.44236
CRX,0.16866
PMPCB,0.32981
SCG5,0.39576
TYW3,0.30145
ZCCHC9,0.39894
SAP18,0.44204
AL589765.1,0.07125
SMYD4,0.44195
TYW5,0.44193
NAGA,0.19215
GPR137B,0.44163
BAIAP2L2,0.20728
AC002398.9,0.09056
IER2,0.44136
ZNF566,0.34329
IGFBP6,0.25665
ZNF324,0.31052
CSRP2,0.44119
RP11-1099M24.7,0.27724
FAM78A,0.29622
FA2H,0.26748
GPR26,0.27382
CEP97,0.44108
ARHGEF16,0.44101
CTC-349C3.1,0.2451
GPATCH11,0.441
ANKRD42,0.44093
SETD4,0.44091
LYRM4,0.44083
CA13,0.25466
UBAC1,0.33061
SOX30,0.44071
VSTM2A,0.44071
PAPSS2,0.43093
LINC00998,0.4404
MICAL2,0.44022
CGRRF1,0.44014
ICAM1,0.2305
KBTBD11,0.43983
PDE3B,0.43987
RPS27L,0.43986
TTI2,0.43981
GJD3,0.08974
WDR36,0.43971
JRKL,0.2977
SRFBP1,0.43968
PHOX2A,0.13365
TSKS,0.36852
SAC3D1,0.08022
MFAP2,0.20947
PTGES3L,0.11593
PEMT,0.42531
CCDC9,0.3555
C10orf68,0.43922
EMG1,0.40972
GDF5,0.38788
WDR78,0.25381
KIAA1551,0.43892
DNAH3,0.18007
URB2,0.43876
GSTP1,0.2647
YAE1D1,0.43865
MCM8,0.31883
CDIPT,0.20177
POLR2L,0.11277
RCSD1,0.43839
NDUFB5,0.43828
TGM3,0.28797
KRTCAP3,0.22014
BRIP1,0.43809
PRNP,0.41723
SAP30L,0.27202
ICA1L,0.37779
NLRP1,0.42592
CCDC141,0.4377
MRPL14,0.27161
EMID1,0.40165
POMGNT2,0.29741
COCH,0.43748
ARL10,0.30322
PKD2L2,0.21136
AK3,0.4374
EPM2A,0.43715
ZNF689,0.29874
GSTA4,0.40406
RMDN1,0.43683
BBS4,0.43682
FAM83G,0.25157
SURF2,0.13772
JAM2,0.43657
C15orf39,0.1659
DEPDC1B,0.43652
LAMA3,0.43647
SLC16A12,0.4364
SERAC1,0.41413
C6orf1,0.15915
PACRGL,0.43617
TMEM199,0.14636
TPD52,0.43611
VMAC,0.24974
MAP1LC3B,0.28007
DDX43,0.24881
SPINK5,0.41121
AGBL4,0.32021
PRDM5,0.43592
PSMG3,0.15703
R3HCC1L,0.43583
SPEF2,0.31659
SH3BP5L,0.30462
EARS2,0.33442
MARVELD2,0.43575
WBP1,0.1509
NEK4,0.21686
TANGO6,0.43561
APEX1,0.43542
SLC47A1,0.14316
SLCO2B1,0.35278
C2orf43,0.43507
ERAL1,0.24047
C1orf106,0.43499
JMJD4,0.07028
CPED1,0.43491
GPR62,0.10432
C2orf69,0.43453
NDUFC1,0.43449
SEC23B,0.4344
KCNK7,0.08475
P2RX6,0.17682
C10orf88,0.43424
RSPO2,0.43415
MGAT4C,0.43399
ARMC2,0.33272
PKMYT1,0.1863
SLC1A5,0.34702
NENF,0.4336
SAAL1,0.43166
PHKG1,0.21829
AP000783.1,0.43347
SLC37A2,0.22377
COG5,0.4333
TRIM72,0.09218
KL,0.43319
CTC-360G5.1,0.19844
CBY1,0.15976
CCDC180,0.43297
PRKAB1,0.43296
CCDC43,0.20237
RP11-322L20.1,0.43273
TFB2M,0.43273
CCL27,0.18371
SLC9A2,0.3628
GIN1,0.34006
UNG,0.43231
PROSC,0.32129
TGIF2,0.33039
BCL2L12,0.19681
SLC16A13,0.07726
FAM210B,0.43199
SNCAIP,0.43197
SYNPO2,0.43192
PIK3R3,0.33257
CHRNA5,0.10438
GAR1,0.43165
ACAD9,0.32641
SLC30A7,0.33515
KRT78,0.06107
ORAI3,0.19778
EXOSC7,0.40065
TDRD15,0.43085
STK32A,0.34746
PITRM1,0.4308
MTRF1L,0.43078
ALDH1L1,0.22883
RBP7,0.33536
ZNF646,0.19213
FAM206A,0.43063
FUCA1,0.21678
MFGE8,0.43049
MSANTD1,0.43042
CLSTN2,0.40379
CLIC5,0.43017
TROAP,0.11236
RP11-512M8.5,0.20803
SLC2A11,0.17837
DPH7,0.3695
POLR3C,0.21797
PSRC1,0.06865
SHC2,0.42997
SNX29,0.42989
MYL12A,0.42987
ECHS1,0.4113
ACOX3,0.42957
SDR39U1,0.093
GRM8,0.42925
NSMCE2,0.42924
HIBCH,0.42924
CIR1,0.4133
SLC15A2,0.32342
ZC3H12D,0.36011
AGBL3,0.42907
PRIMA1,0.36735
MYL6B,0.13692
UHRF1BP1,0.42894
C1D,0.42892
CCDC71,0.17848
DBR1,0.4289
PYROXD1,0.42878
ZNF160,0.29361
MED17,0.32758
C1orf35,0.10879
FAM71E1,0.08048
SLC9B2,0.31131
CHGA,0.42837
ATP10A,0.42837
FRAS1,0.37736
PADI2,0.42817
MCF2L2,0.39192
CHCHD4,0.38483
BARX2,0.42794
OSTC,0.37083
C1QA,0.17243
ZNF8,0.2349
CYB5R4,0.39837
FAM57B,0.16504
CMC1,0.42763
PIWIL4,0.34556
SMOC2,0.42754
SSBP3-AS1,0.09585
GALNT3,0.4275
AC138517.1,0.15584
SPARCL1,0.42749
CD83,0.42743
SNX22,0.12953
FASTKD1,0.42738
NOL7,0.4273
STAP2,0.27002
PSMC3IP,0.16937
ABHD5,0.42717
TARSL2,0.42712
RETSAT,0.27607
GABRP,0.42685
DUSP26,0.3477
GK5,0.42679
RBM19,0.42678
ATP6C,0.11896
ZDHHC2,0.42674
FRRS1,0.36436
TXNDC15,0.42659
LCA5,0.42651
UROS,0.42651
MDH2,0.40286
GPR56,0.33467
VPS37B,0.42643
FTSJ3,0.42636
RIOK1,0.42622
FRA10AC1,0.42619
CLU,0.31878
SAP30,0.42613
LDLR,0.27216
MANEAL,0.26305
SAMHD1,0.40476
IL20RB,0.42596
POLR3K,0.42593
ELP4,0.42592
FUT11,0.17827
MRPL13,0.42569
MRPS35,0.42564
PTPRQ,0.4256
SELM,0.22528
LBH,0.42552
FAM118A,0.2339
ZDHHC13,0.42528
IL22RA1,0.42528
FOXA3,0.30594
TIAF1,0.27789
NXPH2,0.42515
THSD7B,0.42511
PDHX,0.42508
CTC-479C5.12,0.1283
RPF1,0.42506
SNX8,0.42503
GCC2,0.42503
ECI2,0.42499
C17orf72,0.16789
VTI1A,0.41738
ZNF430,0.42482
ITGAD,0.05909
GREM2,0.23694
LPPR5,0.33877
CARS2,0.42464
C6orf57,0.42456
CDCA7L,0.42444
THSD1,0.42437
TMEM138,0.21389
DSCR3,0.42432
CSPG5,0.16241
ZADH2,0.42414
NSUN4,0.21851
FOXN4,0.42386
LRP10,0.3429
MSS51,0.13511
FXYD6-FXYD2,0.3659
GTPBP10,0.42351
CCDC136,0.19925
ABCA6,0.42343
BBS5,0.35787
RIN3,0.42324
COMMD9,0.42316
ME3,0.42276
GCKR,0.18095
MCOLN3,0.36015
RBKS,0.18072
TMEM134,0.08532
LSM11,0.41807
MME,0.42238
KREMEN2,0.1012
TSR1,0.39955
CYB5R3,0.35115
DCLRE1C,0.42205
HMMR,0.42205
CNPPD1,0.22903
PLBD2,0.42198
CCSER1,0.4218
SLC16A10,0.42177
ALKBH2,0.09529
PARL,0.42142
ERMARD,0.42141
GDF1,0.09704
ANKRD2,0.13132
CDYL2,0.42119
KCNS1,0.09529
UTP3,0.19728
CTGF,0.42094
FBN3,0.15087
ABHD14A,0.13472
TRIM65,0.14059
DLX3,0.13403
ACADS,0.24347
NIPAL4,0.42082
ANXA9,0.08248
EXPH5,0.4204
RPS19BP1,0.25638
E2F2,0.2861
CDK18,0.35218
HEXDC,0.30136
MDP1,0.07507
UNC45B,0.08013
MTERFD1,0.41983
LIPA,0.36617
KIAA0556,0.41939
MX2,0.32045
HNRNPUL2-BSCL2,0.1568
AKIP1,0.41933
ANO5,0.41928
BBC3,0.15697
TMEM169,0.12386
KRT31,0.11271
RPL36AL,0.28769
RTCA,0.3655
MGC10955,0.11885
RGCC,0.4188
BDH1,0.41867
PUS10,0.41866
ZSCAN20,0.31842
IFIT3,0.23669
RPP30,0.41851
TERF2IP,0.41848
SLC22A4,0.30176
VANGL1,0.28625
TG,0.41844
ZGPAT,0.33374
PHGDH,0.34101
SDCCAG3,0.18608
FSTL4,0.31054
GALK2,0.4181
CYB5A,0.41801
RXFP4,0.05068
HSPA13,0.41784
CDCP1,0.41781
CDHR4,0.10271
RNASEH1,0.41756
AGA,0.41745
POC1B,0.41738
CENPJ,0.41736
TST,0.18473
ZNHIT2,0.06984
PLSCR4,0.41702
AC026740.1,0.41682
COL9A1,0.41679
CYB5R1,0.23275
INPP5K,0.40751
MRPL44,0.41664
CILP2,0.11966
ST6GALNAC1,0.41659
RCN1,0.41653
HINT2,0.04207
OPTN,0.41635
NRN1L,0.04828
PMVK,0.191
CWF19L1,0.25523
HRCT1,0.12548
SLC25A19,0.41601
PCED1B,0.40474
COQ3,0.41598
ALDH9A1,0.41593
SPATA5L1,0.41588
RAD51L3-RFFL,0.08709
B3GALNT1,0.32306
PRRC1,0.41573
PDSS2,0.41572
PRDX1,0.25421
CLDN3,0.30137
EPHX2,0.4157
FOXB1,0.41555
HAUS2,0.32049
ZNF428,0.40339
MSH3,0.41545
ZNF83,0.41544
BNIP3,0.41524
HOXA2,0.41485
CRELD1,0.34336
ENTPD5,0.39591
FANCC,0.41475
BAG4,0.41467
PYCRL,0.10962
DBNL,0.28565
TEN1,0.36005
ENKD1,0.08578
ING1,0.35456
MRPL55,0.07924
SLC25A38,0.33182
PRL,0.41435
C6orf89,0.23974
CMTM8,0.4142
NEK10,0.41419
TRPC7,0.41415
GPLD1,0.30361
EDEM1,0.41411
FGD3,0.32427
GNG4,0.23884
RP11-766F14.2,0.15799
PROM2,0.34378
SS18L2,0.30534
RBM45,0.34088
MAPK13,0.21823
COQ6,0.19556
SPRY4,0.37492
SLC16A1,0.41352
MRPL2,0.20367
SLC25A20,0.2589
SOWAHC,0.16388
TAF9,0.40626
BCL2L13,0.41324
FAM174A,0.4132
CNTN5,0.4131
KLHL31,0.41306
DGCR14,0.19069
KRCC1,0.4129
IFNLR1,0.41267
RCN3,0.11145
C12orf23,0.4126
SOX1,0.41251
TMEM179B,0.17706
ZC3H8,0.38368
NAT9,0.223
TMEM86A,0.17599
SP140L,0.41229
CNDP2,0.41228
KIAA1324,0.25003
MOB3B,0.41203
NKX2-2,0.41202
HIST2H2AC,0.41201
TGFBR3L,0.12674
BFAR,0.41199
OTUD6B,0.41194
LYRM7,0.27444
FOXJ1,0.2571
YIPF1,0.28053
CALML3,0.11303
AL356356.1,0.0734
PAX7,0.4115
C19orf81,0.0447
NCAPH,0.17508
TICAM2,0.23347
ISOC1,0.41125
HSD17B14,0.23118
TMEM53,0.31812
TP53INP1,0.41122
XXcos-LUCA11.5,0.06272
SNTG1,0.41118
SLC36A4,0.41114
RP11-195F19.5,0.0812
FGF1,0.41092
DCLK3,0.41088
AC021860.1,0.25255
ATOX1,0.41061
DOC2A,0.13191
TTF1,0.2823
DCST2,0.13964
LRIG2,0.41001
CAND2,0.40988
CYP2U1,0.386
EPHA8,0.18794
CCDC71L,0.40976
LCMT1,0.40972
ATIC,0.4097
ACSS3,0.40962
KANK3,0.3685
RNF152,0.40941
FMN1,0.40933
C17orf107,0.10623
ZNF544,0.21198
FANCE,0.23521
IQGAP2,0.40891
S100A4,0.15432
HRSP12,0.32966
THUMPD2,0.40857
ITGAM,0.23606
IL4I1,0.14692
R3HDM4,0.22716
RP11-429E11.3,0.06849
TMC8,0.26158
C9orf169,0.15808
C7orf73,0.40814
NOA1,0.26759
AP003774.4,0.05548
CTD-3148I10.9,0.12253
VRK3,0.16698
SPIDR,0.40769
GLTSCR2,0.40765
ARHGAP28,0.40757
TOMM5,0.40753
GPR17,0.16069
SGPP1,0.40723
SETD6,0.23382
EGF,0.38765
FAM13A,0.40713
ASPSCR1,0.31237
COG8,0.24598
HSCB,0.39408
THY1,0.19887
NDUFA11,0.18246
TNFRSF4,0.06982
CLN8,0.4067
ZNF641,0.24217
ATP6V1G1,0.40667
CENPBD1,0.23476
TBCE,0.40662
CHPT1,0.40652
PPIL1,0.37646
ZFP30,0.17659
GPR19,0.38648
HS3ST5,0.40596
CEP76,0.38453
TMEM8A,0.1252
ZNF860,0.31698
NOB1,0.34338
MYL3,0.20404
TOR1B,0.26158
F11R,0.29203
OLFML2A,0.40562
SH3YL1,0.40559
RNASEH2C,0.05936
NARFL,0.10839
ZNF224,0.13605
BSCL2,0.15581
ARL6IP6,0.40517
MAP6,0.40516
ATP5O,0.4051
BRI3,0.10518
TRIM35,0.32601
IL10RA,0.40497
RSPO1,0.1596
GGN,0.11
KCNK10,0.37348
CALML5,0.40478
ZC3HAV1,0.40464
CTD-3214H19.16,0.06079
B3GNT8,0.06576
KRT8,0.40436
GPR157,0.40425
GAA,0.4042
MPPE1,0.40411
LRMP,0.40402
KRTAP2-2,0.11363
NFU1,0.40369
FAM188B,0.40354
FUT10,0.40349
TMEM175,0.40349
RMND5B,0.32721
PLEKHJ1,0.29163
ATF6,0.40337
GADD45A,0.36654
CLMP,0.40319
TPD52L2,0.40315
LXN,0.4031
ALOX12,0.14283
PAAF1,0.40303
CPVL,0.28559
G0S2,0.14978
PELO,0.40284
SERTAD1,0.29201
NAALADL1,0.0989
PPIB,0.24413
RASSF4,0.14919
METTL25,0.40241
ASPRV1,0.24029
ADM,0.4022
MRPL27,0.40219
FAXDC2,0.40216
CEP70,0.40213
FBXO10,0.40211
XRCC4,0.40184
ID3,0.40182
USP2,0.33355
WDR89,0.40176
FAM47E-STBD1,0.16631
SMPDL3A,0.4017
C18orf63,0.40166
SFXN2,0.18236
RHOF,0.08915
POU4F3,0.40118
PRRG2,0.16893
VSIG10,0.40109
PTGER3,0.40102
GCSH,0.40084
ASTE1,0.40082
PRRT4,0.16429
UBOX5,0.39746
LGALS4,0.25736
ZNF835,0.12322
SRP19,0.38318
MOBP,0.26449
PDCD2L,0.40056
C16orf11,0.10431
FOLR1,0.21976
AP003733.1,0.04491
CLGN,0.19623
KIAA1407,0.31106
TPH1,0.40032
COLCA2,0.37318
FAM219B,0.22909
C17orf96,0.18251
CRCP,0.40015
C19orf57,0.19035
CEP85L,0.40006
FOXQ1,0.40006
GFOD2,0.18584
POU2F3,0.29408
RHNO1,0.39987
MTRNR2L1,0.39985
SERTM1,0.22936
SPATA5,0.36017
REEP5,0.39966
ICAM2,0.1949
ROGDI,0.13305
C17orf62,0.15747
TMEM167B,0.38853
SCN11A,0.39931
METTL21B,0.11909
XAF1,0.11125
PLG,0.31878
S100B,0.399
FUT9,0.28209
ASB8,0.19559
ZNF197,0.34305
ABHD3,0.39884
P2RX5-TAX1BP3,0.39867
UMODL1,0.04213
TMSB10,0.39866
CRNN,0.14464
LYAR,0.39861
ZNF649,0.19355
TIGD2,0.124
MFSD8,0.39837
OIT3,0.14091
THBS4,0.39817
CASP6,0.26913
PLEKHN1,0.07047
TRIM56,0.17251
ZNF213,0.26116
KLHL41,0.36674
AMICA1,0.12807
TTC12,0.3977
CCDC51,0.10965
P2RX3,0.11007
RNASEK-C17orf49,0.09818
FGFBP1,0.39738
POLR2E,0.20655
RRAGA,0.22987
AOC3,0.21898
TRAPPC3,0.397
HVCN1,0.39698
CDADC1,0.39694
C8orf76,0.3968
DNPEP,0.25451
ECHDC1,0.39676
AOX1,0.39664
C1orf123,0.17458
MDM1,0.39637
C17orf89,0.14753
WDR4,0.39616
ADHFE1,0.36879
RASL10A,0.13667
FRZB,0.3958
MKI67IP,0.39578
TAC1,0.39574
TMEM222,0.19139
ADAMTS17,0.39561
PMEL,0.14814
PLEKHA8,0.29421
ALS2CR11,0.39548
IL1RN,0.1439
ZMYM6NB,0.20493
HAUS8,0.13871
BVES,0.3953
FRAT1,0.10891
C17orf51,0.39524
SPIRE2,0.39518
DNAH5,0.39513
ZDHHC1,0.17573
DOK5,0.37682
CCDC104,0.39468
HACL1,0.39467
BLOC1S6,0.37046
RP11-434D12.1,0.15257
GTF2H3,0.39439
SERPINB1,0.39434
STX16-NPEPL1,0.25559
RP11-296A16.1,0.16252
SERPINF1,0.39425
TFEC,0.39423
G6PC,0.17866
ANKLE1,0.04376
ZSWIM3,0.13767
PSMD9,0.13758
FANCG,0.12196
EN1,0.39382
HOXA1,0.39374
IL6,0.39373
ZBTB40,0.39362
TDP2,0.39361
CNTD2,0.04056
ANKS6,0.39356
DPH3,0.39353
KCNQ1,0.39352
RRP36,0.17303
ZDHHC20,0.37816
GYLTL1B,0.27691
DPH1,0.34998
CHRM5,0.15186
ETFDH,0.39334
TIGD3,0.05211
CDKL3,0.27431
C14orf132,0.39315
PHYKPL,0.31017
PPP1R14C,0.39297
COL28A1,0.39279
DIS3L,0.3826
CCDC30,0.25541
NDUFA12,0.39234
TSHR,0.39233
ASAH1,0.39223
RTN4IP1,0.36691
CENPN,0.39222
ARL6IP5,0.39219
RAB3D,0.10249
ARG2,0.32948
C3orf80,0.08906
FMOD,0.39202
LACE1,0.3444
CDKN3,0.26302
TPH2,0.19277
DPH5,0.39187
AHRR,0.39185
SLC4A1AP,0.39169
ZNF551,0.16112
SOAT1,0.39165
GAL3ST4,0.07427
MAD2L1,0.39153
LYPLAL1,0.39152
HSD17B13,0.15312
NEUROG2,0.39144
PMS1,0.3914
FAM129A,0.39133
EPHX4,0.23786
ZNF585A,0.246
SOX14,0.39128
FAM133B,0.39127
NUCB2,0.39119
RTL1,0.39115
CD37,0.12625
CBR4,0.39087
SOWAHA,0.33515
SUMO4,0.21642
RIC8A,0.3906
RNF217,0.39055
CDHR2,0.14605
AC027763.2,0.14522
ZNF625,0.24625
WDR66,0.30405
PPFIBP2,0.38985
SOX18,0.31173
SDC4,0.26575
ECH1,0.23628
COX5B,0.38953
FAM222B,0.35236
GPRC5A,0.38944
PLA2R1,0.38915
NPHP4,0.13744
SHC4,0.38901
NUDT5,0.38893
CHDH,0.34434
TMEM50B,0.35888
MED21,0.33798
NUDCD1,0.38855
TM6SF2,0.08432
LMAN2,0.30976
PGPEP1,0.20015
AFAP1,0.38827
DCAF16,0.38814
PHF7,0.18125
FAM89A,0.38806
HEMK1,0.12509
PLA2G4C,0.16555
AQP4,0.38787
TAT,0.22866
EAF2,0.15076
MYLK3,0.38767
CHST9,0.38763
KIF22,0.21323
IMPACT,0.38745
YARS2,0.38744
BATF2,0.16285
DSN1,0.38733
RP11-691N7.6,0.1053
PYGB,0.33766
RBM18,0.38392
RASSF1,0.10538
ZNF133,0.3871
TSNARE1,0.3871
MRPS5,0.36986
DNHD1,0.25022
KCNIP3,0.15695
FIG4,0.37875
HMGCL,0.25495
LRTM2,0.38675
S1PR5,0.20403
EPO,0.06373
RAMP2,0.21971
DCPS,0.38643
ZNF784,0.24745
VAMP3,0.38635
SKOR1,0.17986
GTF3C6,0.38632
PNMA1,0.10916
LHPP,0.38609
BAG1,0.38608
MMADHC,0.38598
MASP1,0.38593
CHAC1,0.14799
AGTRAP,0.3533
C1QTNF6,0.10446
LRRC48,0.179
GPBP1L1,0.38575
MIS12,0.35785
KIAA0391,0.38565
B3GNT9,0.09469
HOXA10,0.38555
MAP2K3,0.22368
SUOX,0.1714
HOXB7,0.13409
TNIP2,0.38496
DHPS,0.19986
KRT9,0.06703
CHST10,0.28647
TMEM109,0.13036
IP6K3,0.22595
PIGM,0.0984
CNGA1,0.38448
PGLS,0.23652
DONSON,0.34155
DUSP2,0.11752
ADAM28,0.38406
CCDC91,0.3839
PRIM2,0.38381
ZMYND15,0.19552
MARCH8,0.31342
ANKEF1,0.38355
OLFML3,0.18225
SYF2,0.30869
CCDC134,0.23681
CPQ,0.38318
AC022498.1,0.38318
SPINT1,0.34615
HAUS1,0.38312
TMEM67,0.38311
PDIA5,0.3831
ACCS,0.31938
BCAT2,0.25689
TXNDC12,0.35228
KCNF1,0.21057
ORC1,0.28775
VILL,0.31341
RDH5,0.07969
PRG4,0.38229
HYI,0.09372
RAB3IL1,0.15512
EML2,0.15981
GPR123,0.38199
HAUS3,0.38192
HOXB9,0.16998
IGF2,0.38191
ORMDL1,0.3818
TSEN2,0.38177
BPNT1,0.38172
HHIPL1,0.31721
ENPP3,0.36423
ZFP91-CNTF,0.21265
HMOX2,0.34633
CUTC,0.38123
TMPRSS13,0.25276
KCNA3,0.25593
VAX1,0.38109
PCNXL4,0.381
COQ5,0.38099
CHMP1A,0.17646
HDHD2,0.38094
PRSS53,0.09326
SPG20,0.38066
CALY,0.32117
STXBP4,0.38036
TWSG1,0.38034
SUPT20H,0.32127
GCFC2,0.38004
FBLN7,0.22793
AKAP7,0.37991
NEUROD1,0.37984
S1PR2,0.17611
C19orf44,0.2556
